name,ideology
Progressive Labour Movement,social democrat
Antigua Labour Party,social democrat
United Progressive Party,social democrat
antigua labour party,social democrat
barbuda people's movement,social democrat
united progressive party,social democrat
Independent,other
Barbuda People’s Movement,social democrat
