name,ideology
partai kebangkitan bangsa,conservative
partai golongan karya,social democrat
partai demokrasi indonesia-perjuangan,communist
partai persatuan pembangunan,islam
partai keadilan sejahtera,islam
partai demokrasi indonesia,communist
partai bulan bintang,islam
