name,ideology
Guinée pour Tous,social democrat
Rassemblement du Peuple de Guinée Arc-en-Ciel,social democrat
Union des Forces Démocratiques de Guinée,liberal democrat
AFIA Party,social democrat
Nouvelle Génération pour la République,social democrat
Parti de l'Espoir pour le Développement National,social democrat
L'Union des Forces Républicaines,liberal democrat
Génération Citoyenne,social democrat
