name,ideology
magyar demokrata fórum,conservative
fidesz - mpp,conservative
fidesz - mpp - kdnp,conservative
hungarian socialist party,social democrat
federation of young democrats,conservative
fidesz - mdf,conservative
movement for a better hungary,regionalist
független kisgazdapárt,conservative
magyar szocialista párt,social democrat
szabad demokraták szövetsége,liberal democrat
kereszténydemokrata néppárt,christian democrat
