Country;Year;Month;SubNational;Constituency;Magnitude;Party;Turnout;Votes;Share
Australia;361983;3;new south wales;macarthur;1;independent;0.953717648983002;510;0.00632330682128668
Australia;361983;3;south australia;port adelaide;1;communist party of australia;0.944905817508698;888;0.0123510025441647
Australia;361983;3;victoria;lalor;1;australian democrats;0.960244238376617;4040;0.049364011734724
Australia;361983;3;victoria;corangamite;1;australian labor party;0.971914708614349;29231;0.418033599853516
Australia;361983;3;queensland;griffith;1;australian democrats;0.892868220806122;3777;0.0671001449227333
Australia;361983;3;new south wales;parramatta;1;liberal party of australia;0.939400911331177;20608;0.305579870939255
Australia;361983;3;new south wales;banks;1;australian labor party;0.956569910049438;39013;0.578355967998505
Australia;361983;3;new south wales;hunter;1;australian democrats;0.958802938461304;5942;0.0745892077684402
Australia;361983;3;queensland;brisbane;1;socialist workers party;0.919437050819397;1565;0.0249856319278479
Australia;361983;3;new south wales;berowra;1;australian democrats;0.95493221282959;6015;0.088934563100338
Australia;361983;3;western australia;tangney;1;liberal party of australia;0.939808964729309;31811;0.45024910569191
Australia;361983;3;victoria;wills;1;call to australia-democratic labor party;0.953418731689453;1145;0.0169929210096598
Australia;361983;3;new south wales;reid;1;australian democrats;0.940619230270386;4770;0.0777810364961624
Australia;361983;3;new south wales;wentworth;1;independent;0.912690401077271;2787;0.0479789301753044
Australia;361983;3;victoria;maribyrnong;1;australia party;0.967319667339325;844;0.0113992439582944
Australia;361983;3;queensland;dawson;1;independent;0.925782084465027;426;0.00598449073731899
Australia;361983;3;new south wales;phillip;1;australian democrats;0.927278995513916;1698;0.02820785343647
Australia;361983;3;victoria;melbourne ports;1;socialist workers party;0.916327178478241;595;0.00974084436893463
Australia;361983;3;south australia;wakefield;1;australian democrats;0.954807460308075;3851;0.0528323128819466
Australia;361983;3;western australia;moore;1;liberal party of australia;0.938057065010071;31952;0.406364053487778
Australia;361983;3;western australia;curtin;1;liberal party of australia;0.934630930423737;30404;0.517189145088196
Australia;361983;3;victoria;kooyong;1;liberal party of australia;0.946049988269806;36297;0.563206970691681
Australia;361983;3;queensland;mcpherson;1;independent;0.919663190841675;1687;0.019468680024147
Australia;361983;3;new south wales;st george;1;socialist workers party;0.956297039985657;477;0.00733891315758228
Australia;361983;3;australian capital territory;fraser;1;deadly serious party;0.953308880329132;1619;0.0254395753145218
Australia;361983;3;queensland;herbert;1;liberal party of australia;0.906552195549011;23875;0.339123874902725
Australia;361983;3;south australia;wakefield;1;national party of australia;0.954807460308075;1658;0.022746292874217
Australia;361983;3;queensland;wide bay;1;progress party;0.940577924251556;1813;0.0250079315155745
Australia;361983;3;new south wales;shortland;1;australian democrats;0.962799906730652;4677;0.0595060884952545
Australia;361983;3;south australia;barker;1;liberal party of australia;0.959806978702545;42333;0.573128640651703
Australia;361983;3;western australia;swan;1;socialist workers party;0.929407954216003;621;0.0100135449320078
Australia;361983;3;victoria;kooyong;1;australian labor party;0.946049988269806;23081;0.358139246702194
Australia;361983;3;victoria;melbourne;1;australian labor party;0.922554016113281;38694;0.636802017688751
Australia;361983;3;tasmania;franklin;1;australian labor party;0.961570799350739;24578;0.446653455495834
Australia;361983;3;victoria;wills;1;australian labor party;0.953418731689453;45571;0.676318228244781
Australia;361983;3;australian capital territory;canberra;1;liberal party of australia;0.961187303066254;22365;0.344129860401154
Australia;361983;3;new south wales;richmond;1;australian democrats;0.953071057796478;5906;0.0733145475387573
Australia;361983;3;new south wales;sydney;1;liberal party of australia;0.901702046394348;12559;0.209215551614761
Australia;361983;3;new south wales;farrer;1;liberal party of australia;0.951184809207916;40060;0.573596775531769
Australia;361983;3;tasmania;denison;1;liberal party of australia;0.959724426269531;28468;0.544352471828461
Australia;361983;3;western australia;tangney;1;australian labor party;0.939808964729309;34899;0.493956297636032
Australia;361983;3;queensland;brisbane;1;national party of australia;0.919437050819397;5447;0.0869627669453621
Australia;361983;3;victoria;corio;1;australian democrats;0.959867417812347;3452;0.0482507012784481
Australia;361983;3;western australia;swan;1;australian democrats;0.929407954216003;2662;0.0429244078695774
Australia;361983;3;queensland;fadden;1;national party of australia;0.926379859447479;7251;0.0788649395108223
Australia;361983;3;victoria;melbourne;1;liberal party of australia;0.922554016113281;14370;0.236492604017258
Australia;361983;3;victoria;melbourne ports;1;australian labor party;0.916327178478241;36444;0.596630811691284
Australia;361983;3;western australia;kalgoorlie;1;independent;0.860383152961731;1778;0.0288889613002539
Australia;361983;3;new south wales;newcastle;1;independent;0.956344306468964;959;0.0146602457389235
Australia;361983;3;queensland;capricornia;1;socialist party of australia;0.939533591270447;226;0.00335640250705183
Australia;361983;3;victoria;flinders;1;australian democrats;0.957107663154602;4861;0.0601467490196228
Australia;361983;3;south australia;barker;1;australian democrats;0.959806978702545;3974;0.0538023114204407
Australia;361983;3;victoria;indi;1;australian democrats;0.9654221534729;2361;0.0349456779658794
Australia;361983;3;victoria;ballarat;1;australian democrats;0.969475150108337;2123;0.0311107859015465
Australia;361983;3;new south wales;parramatta;1;australian democrats;0.939400911331177;3361;0.0498376302421093
Australia;361983;3;queensland;oxley;1;australian labor party;0.934515714645386;49837;0.668504357337952
Australia;361983;3;queensland;maranoa;1;national party of australia;0.936544835567474;39591;0.628947675228119
Australia;361983;3;victoria;melbourne;1;imperial british conservative party;0.922554016113281;678;0.011158105917275
Australia;361983;3;new south wales;cunningham;1;socialist workers party;0.95209002494812;2802;0.038135938346386
Australia;361983;3;queensland;kennedy;1;australian democrats;0.908350586891174;2757;0.0475058145821095
Australia;361983;3;victoria;flinders;1;liberal party of australia;0.957107663154602;35847;0.443546682596207
Australia;361983;3;victoria;chisholm;1;australian labor party;0.963467597961426;33253;0.482311993837357
Australia;361983;3;victoria;henty;1;australian labor party;0.95516300201416;36259;0.547264337539673
Australia;361983;3;new south wales;sydney;1;australian labor party;0.901702046394348;40360;0.672341704368591
Australia;361983;3;victoria;melbourne ports;1;australian democrats;0.916327178478241;3556;0.0582158714532852
Australia;361983;3;victoria;melbourne;1;australian democrats;0.922554016113281;6271;0.103204250335693
Australia;361983;3;new south wales;grayndler;1;socialist workers party;0.928703129291534;432;0.00733546167612076
Australia;361983;3;australian capital territory;fraser;1;liberal party of australia;0.953308880329132;18848;0.296161293983459
Australia;361983;3;new south wales;reid;1;socialist workers party;0.940619230270386;723;0.0117894532158971
Australia;361983;3;new south wales;lyne;1;australian democrats;0.958752036094666;3953;0.0496807768940926
Australia;361983;3;new south wales;mackellar;1;independent;0.942427515983582;813;0.0123655833303928
Australia;361983;3;new south wales;lowe;1;liberal party of australia;0.958630740642548;27633;0.426080107688904
Australia;361983;3;western australia;fremantle;1;australian labor party;0.938346385955811;43326;0.63329142332077
Australia;361983;3;victoria;maribyrnong;1;australian democrats;0.967319667339325;4452;0.0601296611130238
Australia;361983;3;new south wales;dundas;1;liberal party of australia;0.953983068466187;33509;0.500522792339325
Australia;361983;3;victoria;isaacs;1;australian labor party;0.961267828941345;38630;0.549635052680969
Australia;361983;3;new south wales;gwydir;1;australian democrats;0.944686830043793;3711;0.0544653981924057
Australia;361983;3;new south wales;bennelong;1;australian labor party;0.959222674369812;23799;0.355129450559616
Australia;361983;3;victoria;corio;1;australian labor party;0.959867417812347;43016;0.601260781288147
Australia;361983;3;victoria;scullin;1;australian democrats;0.963084399700165;3528;0.0456728599965572
Australia;361983;3;queensland;oxley;1;australian democrats;0.934515714645386;3699;0.0496177077293396
Australia;361983;3;queensland;bowman;1;australian democrats;0.932656109333038;3040;0.0401018373668194
Australia;361983;3;victoria;balaclava;1;australian democrats;0.949703276157379;5004;0.0792863592505455
Australia;361983;3;victoria;scullin;1;australian labor party;0.963084399700165;51312;0.664276003837585
Australia;361983;3;victoria;gippsland;1;call to australia-democratic labor party;0.953958213329315;659;0.00971747096627951
Australia;361983;3;south australia;adelaide;1;australian democrats;0.934978306293488;4604;0.0656092762947083
Australia;361983;3;queensland;ryan;1;independent;0.927241206169128;964;0.0135140819475055
Australia;361983;3;new south wales;macarthur;1;australian democrats;0.953717648983002;3515;0.0435812249779701
Australia;361983;3;victoria;hotham;1;australian democrats;0.9648677110672;4683;0.0612781643867493
Australia;361983;3;tasmania;denison;1;socialist workers party;0.959724426269531;406;0.0077633517794311
Australia;361983;3;new south wales;new england;1;national party of australia;0.955427050590515;33335;0.497827082872391
Australia;361983;3;new south wales;chifley;1;australian democrats;0.950203835964203;2187;0.0301297772675753
Australia;361983;3;queensland;fisher;1;national party of australia;0.931957483291626;36848;0.399453639984131
Australia;361983;3;victoria;corangamite;1;liberal party of australia;0.971914708614349;40694;0.581966400146484
Australia;361983;3;victoria;indi;1;liberal party of australia;0.9654221534729;27935;0.413472056388855
Australia;361983;3;western australia;forrest;1;liberal party of australia;0.947083055973053;32076;0.488814383745193
Australia;361983;3;south australia;wakefield;1;australian labor party;0.954807460308075;24002;0.329286187887192
Australia;361983;3;victoria;higgins;1;liberal party of australia;0.948321521282196;35189;0.551958322525024
Australia;361983;3;new south wales;prospect;1;australian labor party;0.939141750335693;46793;0.631126761436462
Australia;361983;3;tasmania;braddon;1;liberal party of australia;0.958861172199249;31143;0.611966967582703
Australia;361983;3;queensland;moreton;1;liberal party of australia;0.927588164806366;29638;0.467225790023804
Australia;361983;3;tasmania;denison;1;australian democrats;0.959724426269531;1743;0.0333288721740246
Australia;361983;3;australian capital territory;fraser;1;australian labor party;0.953308880329132;41755;0.656102180480957
Australia;361983;3;new south wales;calare;1;australian democrats;0.963716745376587;2562;0.0369675643742085
Australia;361983;3;western australia;moore;1;australian labor party;0.938057065010071;42557;0.541237950325012
Australia;361983;3;new south wales;shortland;1;australian labor party;0.962799906730652;49275;0.626932322978973
Australia;361983;3;new south wales;macquarie;1;australian labor party;0.959276974201202;50272;0.572502315044403
Australia;361983;3;tasmania;braddon;1;australian democrats;0.958861172199249;1731;0.0340145416557789
Australia;361983;3;western australia;curtin;1;australian democrats;0.934630930423737;4046;0.0688247382640839
Australia;361983;3;western australia;fremantle;1;australian democrats;0.938346385955811;1733;0.0253310725092888
Australia;361983;3;queensland;wide bay;1;national party of australia;0.940577924251556;35472;0.489289224147797
Australia;361983;3;new south wales;newcastle;1;communist party of australia;0.956344306468964;1732;0.0264771077781916
Australia;361983;3;new south wales;robertson;1;liberal party of australia;0.951253592967987;31631;0.378049224615097
Australia;361983;3;new south wales;sydney;1;australian democrats;0.901702046394348;4286;0.0713988244533539
Australia;361983;3;queensland;bowman;1;australian labor party;0.932656109333038;37666;0.496867030858994
Australia;361983;3;new south wales;barton;1;australian democrats;0.955982029438019;1812;0.0287705808877945
Australia;361983;3;new south wales;lyne;1;independent;0.958752036094666;514;0.00645988341420889
Australia;361983;3;queensland;ryan;1;liberal party of australia;0.927241206169128;37873;0.530932366847992
Australia;361983;3;victoria;gippsland;1;independent;0.953958213329315;652;0.00961425062268972
Australia;361983;3;new south wales;grayndler;1;australian labor party;0.928703129291534;34679;0.588857591152191
Australia;361983;3;victoria;casey;1;australian democrats;0.962365210056305;5646;0.0746736526489258
Australia;361983;3;new south wales;lowe;1;socialist workers party;0.958630740642548;1572;0.0242390595376492
Australia;361983;3;northern territory;northern territory;1;independent;0.814078867435455;252;0.00565111124888062
Australia;361983;3;new south wales;prospect;1;independent;0.939141750335693;714;0.00963016878813505
Australia;361983;3;new south wales;hughes;1;australian labor party;0.960815846920013;46667;0.616432189941406
Australia;361983;3;victoria;wills;1;imperial british conservative party;0.953418731689453;174;0.00258233025670052
Australia;361983;3;new south wales;wentworth;1;australian democrats;0.912690401077271;2474;0.0425905510783195
Australia;361983;3;western australia;stirling;1;australian democrats;0.941096127033234;2695;0.0410172902047634
Australia;361983;3;queensland;mcpherson;1;australian democrats;0.919663190841675;4254;0.049092922359705
Australia;361983;3;new south wales;lowe;1;australian democrats;0.958630740642548;2030;0.0313010774552822
Australia;361983;3;victoria;wills;1;socialist labor league;0.953418731689453;1287;0.0191003400832415
Australia;361983;3;victoria;bendigo;1;australian labor party;0.967257440090179;34908;0.497286200523376
Australia;361983;3;new south wales;parramatta;1;australian labor party;0.939400911331177;41951;0.62205845117569
Australia;361983;3;new south wales;macarthur;1;liberal party of australia;0.953717648983002;36725;0.455340087413788
Australia;361983;3;new south wales;parramatta;1;socialist workers party;0.939400911331177;1519;0.0225240588188171
Australia;361983;3;victoria;kooyong;1;imperial british conservative party;0.946049988269806;434;0.00673421565443277
Australia;361983;3;victoria;gellibrand;1;australian national party;0.95373660326004;304;0.00451219314709306
Australia;361983;3;new south wales;cunningham;1;liberal party of australia;0.95209002494812;17874;0.243269726634026
Australia;361983;3;south australia;hindmarsh;1;australian labor party;0.951962053775787;39496;0.537309348583221
Australia;361983;3;northern territory;northern territory;1;australian democrats;0.814078867435455;1571;0.0352297462522984
Australia;361983;3;new south wales;shortland;1;socialist workers party;0.962799906730652;2584;0.0328765735030174
Australia;361983;3;queensland;griffith;1;socialist labor league;0.892868220806122;750;0.0133240949362516
Australia;361983;3;new south wales;eden-monaro;1;australian labor party;0.956654131412506;36401;0.491162031888962
Australia;361983;3;queensland;dawson;1;progress party;0.925782084465027;420;0.00590020231902599
Australia;361983;3;new south wales;warringah;1;progress party;0.949624240398407;509;0.0080834710970521
Australia;361983;3;victoria;la trobe;1;australian christian;0.962141394615173;2085;0.027207599952817
Australia;361983;3;queensland;wide bay;1;australian labor party;0.940577924251556;32362;0.446390897035599
Australia;361983;3;victoria;deakin;1;liberal party of australia;0.963930130004883;33225;0.415021985769272
Australia;361983;3;victoria;wannon;1;australian labor party;0.969612061977386;24359;0.371513098478317
Australia;361983;3;queensland;petrie;1;australian labor party;0.934200584888458;33283;0.469568282365799
Australia;361983;3;south australia;adelaide;1;australian labor party;0.934978306293488;39134;0.557678878307343
Australia;361983;3;south australia;kingston;1;australian labor party;0.95549339056015;40019;0.499525666236877
Australia;361983;3;queensland;moreton;1;socialist workers party;0.927588164806366;712;0.0112242642790079
Australia;361983;3;victoria;flinders;1;call to australia-democratic labor party;0.957107663154602;1977;0.0244620703160763
Australia;361983;3;new south wales;reid;1;independent;0.940619230270386;259;0.00422333087772131
Australia;361983;3;victoria;diamond valley;1;call to australia-democratic labor party;0.975519716739655;1229;0.0155327776446939
Australia;361983;3;victoria;burke;1;australian democrats;0.959187209606171;4611;0.0607798174023628
Australia;361983;3;new south wales;phillip;1;the green party of australia;0.927278995513916;146;0.00242541031911969
Australia;361983;3;western australia;swan;1;liberal party of australia;0.929407954216003;19825;0.31967556476593
Australia;361983;3;new south wales;bennelong;1;independent;0.959222674369812;1000;0.0149220321327448
Australia;361983;3;south australia;port adelaide;1;socialist workers party;0.944905817508698;3093;0.0430198758840561
Australia;361983;3;victoria;balaclava;1;conservative nationalist party;0.949703276157379;600;0.00950675737112761
Australia;361983;3;queensland;fadden;1;australian labor party;0.926379859447479;44412;0.483043670654297
Australia;361983;3;south australia;adelaide;1;independent;0.934978306293488;1894;0.0269904378801584
Australia;361983;3;victoria;murray;1;liberal party of australia;0.968473494052887;11727;0.171650633215904
Australia;361983;3;queensland;mcpherson;1;australian labor party;0.919663190841675;29265;0.337730228900909
Australia;361983;3;new south wales;berowra;1;liberal party of australia;0.95493221282959;40676;0.601413488388062
Australia;361983;3;new south wales;kingsford-smith;1;liberal party of australia;0.939239025115967;16090;0.25095921754837
Australia;361983;3;new south wales;wentworth;1;australian labor party;0.912690401077271;20301;0.349486976861954
Australia;361983;3;new south wales;gwydir;1;australian labor party;0.944686830043793;25585;0.375504523515701
Australia;361983;3;victoria;maribyrnong;1;australian labor party;0.967319667339325;41924;0.566234469413757
Australia;361983;3;western australia;canning;1;liberal party of australia;0.940732181072235;30410;0.409209579229355
Australia;361983;3;tasmania;wilmot;1;australian democrats;0.962100863456726;1336;0.0250463988631964
Australia;361983;3;victoria;gellibrand;1;liberal party of australia;0.95373660326004;14120;0.209579512476921
Australia;361983;3;victoria;bendigo;1;australian democrats;0.967257440090179;3078;0.0438480265438557
Australia;361983;3;new south wales;prospect;1;liberal party of australia;0.939141750335693;25315;0.34143939614296
Australia;361983;3;victoria;wannon;1;liberal party of australia;0.969612061977386;37792;0.576387524604797
Australia;361983;3;victoria;bruce;1;australian democrats;0.972931444644928;5955;0.0783696994185448
Australia;361983;3;new south wales;blaxland;1;australian labor party;0.946036994457245;41609;0.629438042640686
Australia;361983;3;western australia;fremantle;1;liberal party of australia;0.938346385955811;22025;0.321937024593353
Australia;361983;3;western australia;forrest;1;australian labor party;0.947083055973053;29643;0.451737284660339
Australia;361983;3;victoria;burke;1;liberal party of australia;0.959187209606171;24294;0.320230931043625
Australia;361983;3;new south wales;chifley;1;socialist workers party;0.950203835964203;4557;0.0627807006239891
Australia;361983;3;new south wales;richmond;1;national party of australia;0.953071057796478;42684;0.529860854148865
Australia;361983;3;queensland;lilley;1;australian democrats;0.939003825187683;1779;0.0288083162158728
Australia;361983;3;south australia;hawker;1;socialist workers party;0.938457906246185;1568;0.0223827324807644
Australia;361983;3;new south wales;mitchell;1;australian labor party;0.951172649860382;30298;0.362654864788055
Australia;361983;3;victoria;bruce;1;australian labor party;0.972931444644928;33650;0.442844748497009
Australia;361983;3;victoria;isaacs;1;australian democrats;0.961267828941345;4689;0.0667159929871559
Australia;361983;3;queensland;lilley;1;independent;0.939003825187683;375;0.00607257941737771
Australia;361983;3;new south wales;calare;1;national party of australia;0.963716745376587;31087;0.44855996966362
Australia;361983;3;victoria;higgins;1;australian democrats;0.948321521282196;3880;0.0608598813414574
Australia;361983;3;new south wales;cunningham;1;australian labor party;0.95209002494812;46419;0.631774485111237
Australia;361983;3;new south wales;dundas;1;australian democrats;0.953983068466187;3712;0.0554460175335407
Australia;361983;3;queensland;herbert;1;national party of australia;0.906552195549011;9562;0.135820001363754
Australia;361983;3;victoria;isaacs;1;liberal party of australia;0.961267828941345;26964;0.383648961782455
Australia;361983;3;queensland;fadden;1;australian democrats;0.926379859447479;3806;0.0413956642150879
Australia;361983;3;south australia;boothby;1;liberal party of australia;0.95944219827652;42676;0.551063358783722
Australia;361983;3;new south wales;st george;1;australian democrats;0.956297039985657;1210;0.0186165310442448
Australia;361983;3;new south wales;sydney;1;communist party of australia;0.901702046394348;2066;0.0344166979193687
Australia;361983;3;new south wales;bennelong;1;independent-anti franklin dam;0.959222674369812;8495;0.12676265835762
Australia;361983;3;northern territory;northern territory;1;australian labor party;0.814078867435455;20764;0.465633630752563
Australia;361983;3;new south wales;newcastle;1;socialist workers party;0.956344306468964;573;0.0087594585493207
Australia;361983;3;western australia;perth;1;liberal party of australia;0.925117015838623;26510;0.424921452999115
Australia;361983;3;queensland;capricornia;1;liberal party of australia;0.939533591270447;11465;0.170270591974258
Australia;361983;3;new south wales;reid;1;australian labor party;0.940619230270386;37839;0.617013990879059
Australia;361983;3;south australia;boothby;1;australian democrats;0.95944219827652;8424;0.108776777982712
Australia;361983;3;south australia;grey;1;independent;0.951605796813965;1556;0.0225138533860445
Australia;361983;3;victoria;murray;1;national party of australia;0.968473494052887;36433;0.533277690410614
Australia;361983;3;new south wales;richmond;1;australian labor party;0.953071057796478;31967;0.396824598312378
Australia;361983;3;victoria;bendigo;1;call to australia-democratic labor party;0.967257440090179;1859;0.0264826137572527
Australia;361983;3;victoria;chisholm;1;australian democrats;0.963467597961426;4444;0.0644571781158447
Australia;361983;3;south australia;port adelaide;1;australian democrats;0.944905817508698;2484;0.0345494262874126
Australia;361983;3;new south wales;bradfield;1;liberal party of australia;0.95834881067276;49566;0.720697939395905
Australia;361983;3;new south wales;macarthur;1;australian labor party;0.953717648983002;39904;0.494755387306213
Australia;361983;3;new south wales;phillip;1;liberal party of australia;0.927278995513916;27903;0.463535785675049
Australia;361983;3;queensland;ryan;1;australian labor party;0.927241206169128;25386;0.355880171060562
Australia;361983;3;western australia;fremantle;1;socialist workers party;0.938346385955811;360;0.0052620810456574
Australia;361983;3;northern territory;northern territory;1;independent;0.814078867435455;395;0.00885789282619953
Australia;361983;3;new south wales;st george;1;independent;0.956297039985657;1806;0.0277863256633282
Australia;361983;3;victoria;indi;1;national party of australia;0.9654221534729;12892;0.190817326307297
Australia;361983;3;south australia;adelaide;1;socialist workers party;0.934978306293488;385;0.00548644084483385
Australia;361983;3;queensland;moreton;1;australian labor party;0.927588164806366;28854;0.454866468906403
Australia;361983;3;new south wales;cook;1;australian labor party;0.964074432849884;34803;0.49238845705986
Australia;361983;3;victoria;murray;1;independent;0.968473494052887;835;0.0122220758348703
Australia;361983;3;queensland;kennedy;1;national party of australia;0.908350586891174;32871;0.566399574279785
Australia;361983;3;new south wales;robertson;1;australian democrats;0.951253592967987;5980;0.0714721083641052
Australia;361983;3;queensland;leichhardt;1;national party of australia;0.915101647377014;32285;0.479318857192993
Australia;361983;3;south australia;sturt;1;australian democrats;0.959889829158783;6764;0.0892701596021652
Australia;361983;3;new south wales;mackellar;1;australian democrats;0.942427515983582;4055;0.0616758167743683
Australia;361983;3;victoria;diamond valley;1;australian democrats;0.975519716739655;5162;0.0652401968836784
Australia;361983;3;new south wales;grayndler;1;communist party of australia;0.928703129291534;1008;0.0171160772442818
Australia;361983;3;victoria;mallee;1;australian labor party;0.957546830177307;16193;0.250956982374191
Australia;361983;3;victoria;mcmillan;1;national party of australia;0.962052345275879;3317;0.0470309667289257
Australia;361983;3;australian capital territory;canberra;1;australian labor party;0.961187303066254;40434;0.622157275676727
Australia;361983;3;new south wales;blaxland;1;socialist workers party;0.946036994457245;388;0.00586945004761219
Australia;361983;3;victoria;diamond valley;1;australian labor party;0.975519716739655;36726;0.464163392782211
Australia;361983;3;western australia;tangney;1;socialist workers party;0.939808964729309;1236;0.0174941960722208
Australia;361983;3;victoria;lalor;1;liberal party of australia;0.960244238376617;21442;0.261995822191238
Australia;361983;3;new south wales;bennelong;1;liberal party of australia;0.959222674369812;33721;0.503185868263245
Australia;361983;3;queensland;herbert;1;australian democrats;0.906552195549011;1597;0.0226840153336525
Australia;361983;3;queensland;oxley;1;socialist workers party;0.934515714645386;668;0.00896042957901955
Australia;361983;3;victoria;ballarat;1;independent;0.969475150108337;275;0.00402989471331239
Australia;361983;3;queensland;griffith;1;socialist workers party;0.892868220806122;620;0.0110145853832364
Australia;361983;3;victoria;lalor;1;australian labor party;0.960244238376617;55640;0.679854869842529
Australia;361983;3;new south wales;barton;1;australian labor party;0.955982029438019;31308;0.497102290391922
Australia;361983;3;queensland;dawson;1;national party of australia;0.925782084465027;35686;0.501320540904999
Australia;361983;3;south australia;kingston;1;australian democrats;0.95549339056015;5038;0.0628853887319565
Australia;361983;3;victoria;casey;1;liberal party of australia;0.962365210056305;33335;0.440886676311493
Australia;361983;3;victoria;holt;1;australian labor party;0.960780799388885;48648;0.585189819335938
Australia;361983;3;victoria;hotham;1;liberal party of australia;0.9648677110672;28656;0.374970555305481
Australia;361983;3;new south wales;chifley;1;australian labor party;0.950203835964203;44419;0.611949980258942
Australia;361983;3;victoria;la trobe;1;australian labor party;0.962141394615173;40493;0.528401613235474
Australia;361983;3;new south wales;phillip;1;australian labor party;0.927278995513916;29909;0.496860265731812
Australia;361983;3;western australia;o'connor;1;national party of western australia;0.938028812408447;3686;0.060865256935358
Australia;361983;3;victoria;batman;1;australian democrats;0.957480072975159;2836;0.0426062531769276
Australia;361983;3;victoria;mcmillan;1;australian labor party;0.962052345275879;34099;0.483481734991074
Australia;361983;3;queensland;maranoa;1;australian democrats;0.936544835567474;4300;0.0683103501796722
Australia;361983;3;queensland;bowman;1;national party of australia;0.932656109333038;4579;0.0604033917188644
Australia;361983;3;queensland;mcpherson;1;liberal party of australia;0.919663190841675;31118;0.359114617109299
Australia;361983;3;queensland;ryan;1;independent;0.927241206169128;1135;0.0159112885594368
Australia;361983;3;south australia;barker;1;national party of australia;0.959806978702545;3650;0.0494158118963242
Australia;361983;3;western australia;o'connor;1;liberal party of australia;0.938028812408447;29414;0.485700130462646
Australia;361983;3;victoria;wannon;1;australian democrats;0.969612061977386;3416;0.0520993806421757
Australia;361983;3;victoria;chisholm;1;call to australia-democratic labor party;0.963467597961426;2196;0.0318514741957188
Australia;361983;3;south australia;bonython;1;australian democrats;0.941356480121613;7006;0.0881324410438538
Australia;361983;3;queensland;brisbane;1;liberal party of australia;0.919437050819397;20566;0.328341543674469
Australia;361983;3;new south wales;newcastle;1;australian labor party;0.956344306468964;39003;0.596239387989044
Australia;361983;3;new south wales;warringah;1;australian democrats;0.949624240398407;2403;0.0381622426211834
Australia;361983;3;new south wales;robertson;1;australian labor party;0.951253592967987;46058;0.55047869682312
Australia;361983;3;new south wales;eden-monaro;1;independent;0.956654131412506;2333;0.0314793810248375
Australia;361983;3;new south wales;blaxland;1;liberal party of australia;0.946036994457245;21604;0.326813399791718
Australia;361983;3;victoria;gellibrand;1;australian democrats;0.95373660326004;2695;0.0400011874735355
Australia;361983;3;new south wales;hughes;1;australian democrats;0.960815846920013;6899;0.0911300405859947
Australia;361983;3;victoria;melbourne;1;socialist workers party;0.922554016113281;750;0.0123430378735065
Australia;361983;3;new south wales;werriwa;1;independent;0.944233000278473;4714;0.0566178224980831
Australia;361983;3;queensland;capricornia;1;national party of australia;0.939533591270447;17100;0.170493364334106
Australia;361983;3;victoria;gippsland;1;national party of australia;0.953958213329315;21360;0.314969927072525
Australia;361983;3;queensland;capricornia;1;australian labor party;0.939533591270447;36662;0.544479787349701
Australia;361983;3;queensland;capricornia;1;australian democrats;0.939533591270447;1881;0.027935367077589
Australia;361983;3;new south wales;lyne;1;national party of australia;0.958752036094666;40140;0.50447416305542
Australia;361983;3;new south wales;eden-monaro;1;liberal party of australia;0.956654131412506;33141;0.447174549102783
Australia;361983;3;western australia;o'connor;1;australian democrats;0.938028812408447;2105;0.0347589179873466
Australia;361983;3;queensland;brisbane;1;australian democrats;0.919437050819397;3462;0.0552717298269272
Australia;361983;3;victoria;murray;1;australian labor party;0.968473494052887;16684;0.244207322597504
Australia;361983;3;new south wales;werriwa;1;liberal party of australia;0.944233000278473;23586;0.283281296491623
Australia;361983;3;victoria;batman;1;call to australia-democratic labor party;0.957480072975159;1756;0.0263810232281685
Australia;361983;3;victoria;kooyong;1;australian democrats;0.946049988269806;4635;0.0719195604324341
Australia;361983;3;victoria;gippsland;1;australian labor party;0.953958213329315;24029;0.35432642698288
Australia;361983;3;south australia;grey;1;australian labor party;0.951605796813965;35276;0.510410487651825
Australia;361983;3;new south wales;dundas;1;australian labor party;0.953983068466187;29727;0.444031178951263
Australia;361983;3;victoria;bendigo;1;liberal party of australia;0.967257440090179;30352;0.432383149862289
Australia;361983;3;queensland;bowman;1;liberal party of australia;0.932656109333038;30522;0.402627736330032
Australia;361983;3;victoria;casey;1;australian christian;0.962365210056305;931;0.012313349172473
Australia;361983;3;new south wales;werriwa;1;socialist workers party;0.944233000278473;1025;0.0123108336701989
Australia;361983;3;new south wales;shortland;1;liberal party of australia;0.962799906730652;20781;0.264399409294128
Australia;361983;3;victoria;wills;1;australian democrats;0.953418731689453;4225;0.0627031326293945
Australia;361983;3;victoria;mallee;1;liberal party of australia;0.957546830177307;6139;0.0951414182782173
Australia;361983;3;queensland;petrie;1;progress party;0.934200584888458;411;0.00579853262752295
Australia;361983;3;queensland;lilley;1;australian labor party;0.939003825187683;35350;0.572441816329956
Australia;361983;3;tasmania;bass;1;independent;0.958684384822845;1884;0.0354048833250999
Australia;361983;3;new south wales;bradfield;1;australian democrats;0.95834881067276;4674;0.0679607391357422
Australia;361983;3;victoria;deakin;1;australian labor party;0.963930130004883;38225;0.477478265762329
Australia;361983;3;tasmania;bass;1;australian democrats;0.958684384822845;3291;0.0618457905948162
Australia;361983;3;new south wales;hume;1;national party of australia;0.959364712238312;36217;0.54191917181015
Australia;361983;3;victoria;holt;1;australian democrats;0.960780799388885;5639;0.0678318813443184
