Country;Year;Month;SubNational;Constituency;Magnitude;Party;Turnout;Votes;Share
Australia;361961;12;new south wales;dalley;1;australian labor party;0.941471815109253;24127;0.710181593894958
Australia;361961;12;queensland;fisher;1;country party;0.9636470079422;23478;0.558561146259308
Australia;361961;12;south australia;boothby;1;democratic labor party;0.953082501888275;2660;0.0651290342211723
Australia;361961;12;new south wales;phillip;1;democratic labor party;0.93722665309906;2102;0.0554076507687569
Australia;361961;12;new south wales;north sydney;1;australian labor party;0.943463385105133;15610;0.409238666296005
Australia;361961;12;queensland;griffith;1;liberal party of australia;0.942254662513733;13549;0.350637912750244
Australia;361961;12;tasmania;bass;1;liberal party of australia;0.955983102321625;11326;0.328680455684662
Australia;361961;12;new south wales;gwydir;1;country party;0.95423811674118;19845;0.501364231109619
Australia;361961;12;new south wales;phillip;1;liberal party of australia;0.93722665309906;16741;0.441284239292145
Australia;361961;12;victoria;corio;1;australian labor party;0.953681170940399;19149;0.418740421533585
Australia;361961;12;new south wales;lowe;1;independent;0.947846233844757;396;0.0102487122640014
Australia;361961;12;victoria;bendigo;1;independent;0.96784633398056;308;0.00705742184072733
Australia;361961;12;victoria;mcmillan;1;independent;0.952771008014679;181;0.00419739354401827
Australia;361961;12;new south wales;robertson;1;liberal party of australia;0.952974081039429;23760;0.484541982412338
Australia;361961;12;queensland;petrie;1;australian labor party;0.954626202583313;26468;0.49249204993248
Australia;361961;12;new south wales;barton;1;australian labor party;0.959220707416534;25447;0.572009801864624
Australia;361961;12;new south wales;parkes;1;democratic labor party;0.950030982494354;3725;0.096124067902565
Australia;361961;12;victoria;indi;1;country party;0.961483120918274;18654;0.443635851144791
Australia;361961;12;western australia;perth;1;liberal party of australia;0.926793813705444;16054;0.550246775150299
Australia;361961;12;new south wales;blaxland;1;australian labor party;0.951897025108337;29565;0.66250616312027
Australia;361961;12;victoria;mcmillan;1;australian labor party;0.952771008014679;15907;0.368883639574051
Australia;361961;12;victoria;flinders;1;australian labor party;0.95104855298996;19466;0.372697681188583
Australia;361961;12;new south wales;barton;1;democratic labor party;0.959220707416534;2368;0.053229033946991
Australia;361961;12;new south wales;paterson;1;australian labor party;0.9627366065979;16952;0.428113251924515
Australia;361961;12;queensland;maranoa;1;country party;0.925300240516663;17554;0.474984437227249
Australia;361961;12;new south wales;new england;1;democratic labor party;0.955804407596588;2143;0.0547270029783249
Australia;361961;12;new south wales;cunningham;1;communist party of australia;0.95451146364212;1884;0.0371012203395367
Australia;361961;12;victoria;indi;1;australian labor party;0.961483120918274;10637;0.252972781658173
Australia;361961;12;new south wales;riverina;1;australian labor party;0.948693692684174;17622;0.446714669466019
Australia;361961;12;new south wales;mackellar;1;communist party of australia;0.946315824985504;2971;0.0549432262778282
Australia;361961;12;new south wales;dalley;1;communist party of australia;0.941471815109253;1172;0.0344979837536812
Australia;361961;12;queensland;lilley;1;liberal party of australia;0.943373501300812;18755;0.433120876550674
Australia;361961;12;south australia;sturt;1;democratic labor party;0.957205593585968;4000;0.0892418920993805
Australia;361961;12;new south wales;lowe;1;democratic labor party;0.947846233844757;1486;0.0384585522115231
Australia;361961;12;new south wales;evans;1;democratic labor party;0.949801623821259;2580;0.0675215944647789
Australia;361961;12;new south wales;hunter;1;liberal party of australia;0.961287319660187;8337;0.188198372721672
Australia;361961;12;new south wales;lyne;1;country party;0.964983999729156;22599;0.544082224369049
Australia;361961;12;south australia;bonython;1;communist party of australia;0.958906352519989;695;0.0124616734683514
Australia;361961;12;new south wales;farrer;1;democratic labor party;0.962255835533142;4195;0.102816104888916
Australia;361961;12;tasmania;denison;1;liberal party of australia;0.947901844978333;17260;0.515223860740662
Australia;361961;12;western australia;canning;1;democratic labor party;0.955025374889374;1706;0.0467858724296093
Australia;361961;12;western australia;curtin;1;democratic labor party;0.947098433971405;4768;0.121394202113152
Australia;361961;12;south australia;barker;1;independent;0.97003561258316;1089;0.0249696187674999
Australia;361961;12;new south wales;cunningham;1;liberal party of australia;0.95451146364212;17422;0.343087822198868
Australia;361961;12;victoria;gippsland;1;country party;0.95256108045578;22002;0.515982270240784
Australia;361961;12;new south wales;warringah;1;australian labor party;0.944849014282227;9706;0.231243893504143
Australia;361961;12;victoria;melbourne;1;liberal party of australia;0.923327445983887;6288;0.204122707247734
Australia;361961;12;queensland;darling downs;1;queesland labor party;0.973477184772491;3025;0.0735133290290833
Australia;361961;12;new south wales;blaxland;1;liberal party of australia;0.951897025108337;11319;0.253641366958618
Australia;361961;12;new south wales;hughes;1;liberal party of australia;0.962817132472992;22399;0.35702446103096
Australia;361961;12;new south wales;gwydir;1;democratic labor party;0.95423811674118;1901;0.0480268821120262
Australia;361961;12;south australia;boothby;1;liberal party of australia;0.953082501888275;20976;0.513588964939117
Australia;361961;12;south australia;grey;1;democratic labor party;0.959805548191071;1512;0.0357370786368847
Australia;361961;12;new south wales;farrer;1;australian labor party;0.962255835533142;13899;0.340653419494629
Australia;361961;12;australian capital territory;australian capital territory;1;liberal party of australia;0.932198643684387;9263;0.351177155971527
Australia;361961;12;south australia;bonython;1;independent;0.958906352519989;2938;0.0526797063648701
Australia;361961;12;victoria;indi;1;democratic labor party;0.961483120918274;4795;0.114036336541176
Australia;361961;12;new south wales;parramatta;1;democratic labor party;0.955408096313477;2936;0.0561290830373764
Australia;361961;12;victoria;corio;1;democratic labor party;0.953681170940399;6791;0.148502081632614
Australia;361961;12;new south wales;lyne;1;democratic labor party;0.964983999729156;1971;0.0474528111517429
Australia;361961;12;queensland;lilley;1;queesland labor party;0.943373501300812;4361;0.100711286067963
Australia;361961;12;victoria;la trobe;1;liberal party of australia;0.962615013122559;27952;0.436531722545624
Australia;361961;12;victoria;fawkner;1;democratic labor party;0.929628133773804;5336;0.15630216896534
Australia;361961;12;queensland;brisbane;1;queesland labor party;0.934468507766724;4087;0.116848215460777
Australia;361961;12;new south wales;kingsford-smith;1;democratic labor party;0.943968713283539;3120;0.0726443007588387
Australia;361961;12;south australia;barker;1;australian labor party;0.97003561258316;17428;0.399605631828308
Australia;361961;12;new south wales;eden-monaro;1;australian labor party;0.954779028892517;24217;0.600158631801605
Australia;361961;12;victoria;batman;1;australian labor party;0.956362247467041;22831;0.549429655075073
Australia;361961;12;victoria;wimmera;1;australian labor party;0.96925687789917;11567;0.297635287046432
Australia;361961;12;victoria;melbourne;1;democratic labor party;0.923327445983887;5166;0.167700052261353
Australia;361961;12;queensland;brisbane;1;liberal party of australia;0.934468507766724;11384;0.325471013784409
Australia;361961;12;queensland;griffith;1;australian labor party;0.942254662513733;21392;0.5536088347435
Australia;361961;12;western australia;kalgoorlie;1;democratic labor party;0.91245037317276;1578;0.0531152188777924
Australia;361961;12;victoria;isaacs;1;australian labor party;0.916125893592834;13527;0.38869571685791
Australia;361961;12;new south wales;macarthur;1;liberal party of australia;0.950669407844543;27532;0.530328392982483
Australia;361961;12;western australia;fremantle;1;communist party of australia;0.95494669675827;1107;0.0243462584912777
Australia;361961;12;victoria;bruce;1;liberal party of australia;0.953309416770935;33882;0.415990382432938
Australia;361961;12;victoria;kooyong;1;independent;0.953107535839081;237;0.00516013847663999
Australia;361961;12;victoria;corangamite;1;australian labor party;0.969246387481689;12829;0.290380269289017
Australia;361963;11;queensland;bowman;1;democratic labor party;0.964237809181213;3052;0.0646569058299065
Australia;361963;11;western australia;swan;1;liberal party of australia;0.958080172538757;23547;0.475437641143799
Australia;361963;11;south australia;kingston;1;liberal party of australia;0.971057713031769;25375;0.417249023914337
Australia;361963;11;victoria;chisholm;1;australian labor party;0.96090030670166;11878;0.295127600431442
Australia;361963;11;new south wales;reid;1;democratic labor party;0.952529788017273;5547;0.0995674133300781
Australia;361963;11;new south wales;hume;1;australian labor party;0.969955801963806;17931;0.461164563894272
Australia;361963;11;queensland;dawson;1;democratic labor party;0.962347090244293;2543;0.0678658187389374
Australia;361963;11;new south wales;farrer;1;liberal party of australia;0.963677287101746;24744;0.589339315891266
Australia;361963;11;new south wales;banks;1;communist party of australia;0.963625311851501;2885;0.0488370507955551
Australia;361963;11;victoria;chisholm;1;liberal party of australia;0.96090030670166;24139;0.599771440029144
Australia;361963;11;queensland;bowman;1;australian labor party;0.964237809181213;22533;0.477363735437393
Australia;361963;11;queensland;darling downs;1;liberal party of australia;0.96984201669693;26072;0.612478852272034
Australia;361963;11;new south wales;farrer;1;australian labor party;0.963677287101746;13341;0.317748785018921
Australia;361963;11;western australia;forrest;1;liberal party of australia;0.965627670288086;20921;0.52140861749649
Australia;361963;11;victoria;lalor;1;australian labor party;0.960576236248016;49383;0.544339239597321
Australia;361963;11;south australia;port adelaide;1;democratic labor party;0.963963150978088;8219;0.202060177922249
Australia;361963;11;new south wales;paterson;1;liberal party of australia;0.965994834899902;24695;0.614334046840668
Australia;361963;11;queensland;herbert;1;liberal party of australia;0.957855105400085;14805;0.326532870531082
Australia;361963;11;new south wales;newcastle;1;australian labor party;0.959036529064178;21434;0.58705598115921
Australia;361963;11;queensland;lilley;1;liberal party of australia;0.9544917345047;20503;0.455774158239365
Australia;361963;11;victoria;balaclava;1;independent;0.963556587696075;491;0.0123011395335197
Australia;361963;11;new south wales;hughes;1;democratic labor party;0.963189482688904;1665;0.0242672450840473
Australia;361963;11;victoria;gippsland;1;country party;0.95768004655838;25422;0.57757580280304
Australia;361963;11;new south wales;lowe;1;liberal party of australia;0.948329210281372;21714;0.556056320667267
Australia;361963;11;new south wales;banks;1;australian labor party;0.963625311851501;33175;0.561583757400513
Australia;361963;11;new south wales;hume;1;liberal party of australia;0.969955801963806;7299;0.187721818685532
Australia;361963;11;victoria;kooyong;1;liberal party of australia;0.959175050258636;30205;0.639232218265533
Australia;361963;11;new south wales;gwydir;1;country party;0.949482142925262;22477;0.550232529640198
Australia;361963;11;new south wales;paterson;1;australian labor party;0.965994834899902;15503;0.385665953159332
Australia;361963;11;queensland;mcpherson;1;democratic labor party;0.948063850402832;2481;0.0431028492748737
Australia;361963;11;new south wales;barton;1;australian labor party;0.966578304767609;22889;0.499858051538467
Australia;361963;11;south australia;adelaide;1;democratic labor party;0.959111750125885;2036;0.0628046169877052
Australia;361963;11;new south wales;newcastle;1;democratic labor party;0.959036529064178;2559;0.0700884684920311
Australia;361963;11;western australia;fremantle;1;australian labor party;0.962563514709473;27203;0.548912405967712
Australia;361963;11;western australia;perth;1;liberal party of australia;0.938306629657745;15867;0.542665600776672
Australia;361963;11;western australia;swan;1;democratic labor party;0.958080172538757;2253;0.0454903393983841
Australia;361963;11;victoria;la trobe;1;australian labor party;0.967790365219116;29466;0.409215897321701
Australia;361963;11;victoria;gellibrand;1;democratic labor party;0.965703725814819;4375;0.112214013934135
Australia;361963;11;victoria;deakin;1;liberal party of australia;0.965703368186951;34863;0.519629776477814
Australia;361963;11;western australia;kalgoorlie;1;democratic labor party;0.896484792232513;2079;0.0242829881608486
Australia;361963;11;new south wales;evans;1;democratic labor party;0.958146333694458;2263;0.0598740614950657
Australia;361963;11;new south wales;riverina;1;country party;0.947044789791107;21068;0.516752541065216
Australia;361963;11;queensland;fisher;1;democratic labor party;0.966353356838226;1567;0.0364749431610107
Australia;361963;11;new south wales;richmond;1;australian labor party;0.955142438411713;12841;0.32233852148056
Australia;361963;11;victoria;fawkner;1;independent;0.943891823291779;966;0.0282687582075596
Australia;361963;11;victoria;lalor;1;democratic labor party;0.960576236248016;15507;0.170930653810501
Australia;361963;11;new south wales;robertson;1;australian labor party;0.954653561115265;24224;0.445171356201172
Australia;361963;11;new south wales;cunningham;1;communist party of australia;0.953556835651398;1836;0.0336011424660683
Australia;361963;11;new south wales;cowper;1;country party;0.968512713909149;20556;0.529889404773712
Australia;361963;11;victoria;batman;1;australian labor party;0.965654015541077;19858;0.488379538059235
Australia;361963;11;queensland;lilley;1;australian labor party;0.9544917345047;20548;0.456774473190308
Australia;361963;11;queensland;dawson;1;country party;0.962347090244293;19420;0.518267452716827
Australia;361963;11;new south wales;evans;1;independent;0.958146333694458;177;0.00468303542584181
Australia;361963;11;tasmania;bass;1;australian labor party;0.962849378585815;21182;0.58328515291214
Australia;361963;11;new south wales;parkes;1;democratic labor party;0.955624103546143;2331;0.0602824054658413
Australia;361963;11;victoria;kooyong;1;australian labor party;0.959175050258636;11514;0.243672221899033
Australia;361963;11;victoria;henty;1;independent;0.966840445995331;2500;0.0534999668598175
Australia;361963;11;tasmania;denison;1;communist party of australia;0.948183715343475;506;0.0149346245452762
Australia;361963;11;new south wales;kingsford-smith;1;australian labor party;0.946362972259521;24083;0.548337876796722
Australia;361963;11;new south wales;shortland;1;communist party of australia;0.972733318805695;1538;0.0288744959980249
Australia;361963;11;western australia;stirling;1;australian labor party;0.964547693729401;29806;0.501016974449158
Australia;361963;11;south australia;barker;1;independent;0.975104510784149;1043;0.0223063435405493
Australia;361963;11;tasmania;denison;1;independent;0.948183715343475;558;0.0164694078266621
Australia;361963;11;new south wales;hughes;1;independent;0.963189482688904;269;0.00392065430060029
Australia;361963;11;queensland;oxley;1;liberal party of australia;0.970088720321655;16600;0.379550039768219
Australia;361963;11;new south wales;riverina;1;democratic labor party;0.947044789791107;2733;0.067034587264061
Australia;361963;11;new south wales;calare;1;australian labor party;0.957553684711456;14933;0.37414813041687
Australia;361963;11;new south wales;lawson;1;country party;0.955274939537048;20991;0.529781460762024
Australia;361963;11;queensland;petrie;1;democratic labor party;0.959544599056244;4035;0.0688402056694031
Australia;361963;11;queensland;leichhardt;1;country party;0.92932653427124;16895;0.393510967493057
Australia;361963;11;new south wales;st george;1;liberal party of australia;0.968283414840698;20869;0.50062370300293
Australia;361963;11;victoria;wimmera;1;liberal party of australia;0.974977672100067;7599;0.194826170802116
Australia;361963;11;new south wales;reid;1;australian labor party;0.952529788017273;32497;0.583313882350922
Australia;361963;11;new south wales;reid;1;liberal party of australia;0.952529788017273;17667;0.317118704319
Australia;361963;11;queensland;maranoa;1;democratic labor party;0.93557608127594;1054;0.02798131108284
Australia;361963;11;queensland;oxley;1;democratic labor party;0.970088720321655;1942;0.0444027818739414
Australia;361963;11;new south wales;parramatta;1;democratic labor party;0.957103610038757;3088;0.054617166519165
Australia;361963;11;new south wales;bennelong;1;democratic labor party;0.955216586589813;2422;0.0464634448289871
Australia;361963;11;victoria;yarra;1;democratic labor party;0.945992052555084;4865;0.151675760746002
Australia;361963;11;new south wales;shortland;1;australian labor party;0.972733318805695;32270;0.605838716030121
Australia;361963;11;queensland;mcpherson;1;australian labor party;0.948063850402832;21657;0.376250863075256
Australia;361963;11;victoria;melbourne;1;democratic labor party;0.937952756881714;5084;0.169162169098854
Australia;361963;11;new south wales;hunter;1;liberal party of australia;0.963127553462982;7555;0.167223706841469
Australia;361963;11;new south wales;evans;1;liberal party of australia;0.958146333694458;19306;0.510794818401337
Australia;361963;11;new south wales;west sydney;1;independent;0.898726463317871;813;0.0273921824991703
Australia;361963;11;northern territory;northern territory;1;australian labor party;;;
Australia;361963;11;tasmania;wilmot;1;australian labor party;0.960513770580292;19908;0.586720108985901
Australia;361963;11;new south wales;lawson;1;democratic labor party;0.955274939537048;1972;0.0497703291475773
Australia;361963;11;new south wales;warringah;1;liberal party of australia;0.936376571655273;31478;0.7250155210495
Australia;361963;11;queensland;moreton;1;democratic labor party;0.956600904464722;3790;0.0653752610087395
Australia;361963;11;tasmania;franklin;1;australian labor party;0.965758919715881;19362;0.47906768321991
Australia;361963;11;victoria;bruce;1;australian labor party;0.967895328998566;38396;0.40764844417572
Australia;361963;11;victoria;fawkner;1;australian labor party;0.943891823291779;11774;0.344551086425781
Australia;361963;11;new south wales;blaxland;1;democratic labor party;0.95452755689621;2883;0.0638085976243019
Australia;361963;11;new south wales;phillip;1;liberal party of australia;0.94550746679306;18128;0.477341562509537
Australia;361963;11;new south wales;lyne;1;independent;0.959806621074677;1181;0.0280595887452364
Australia;361963;11;western australia;fremantle;1;communist party of australia;0.962563514709473;676;0.0136405825614929
Australia;361963;11;new south wales;hunter;1;communist party of australia;0.963127553462982;2103;0.0465481765568256
Australia;361963;11;queensland;brisbane;1;democratic labor party;0.944072544574738;2087;0.0598251409828663
Australia;361963;11;western australia;swan;1;independent;0.958080172538757;312;0.00629959395155311
Australia;361963;11;victoria;maribyrnong;1;democratic labor party;0.971016407012939;6616;0.154500022530556
Australia;361963;11;new south wales;richmond;1;independent;0.955142438411713;607;0.0152370911091566
Australia;361963;11;queensland;dawson;1;australian labor party;0.962347090244293;15508;0.413866728544235
Australia;361963;11;south australia;hindmarsh;1;australian labor party;0.958463907241821;33975;0.718956351280212
Australia;361963;11;south australia;barker;1;liberal party of australia;0.975104510784149;26547;0.56775313615799
Australia;361963;11;queensland;oxley;1;australian labor party;0.970088720321655;25194;0.57604718208313
Australia;361963;11;victoria;corangamite;1;democratic labor party;0.974839448928833;6139;0.134010046720505
Australia;361963;11;western australia;curtin;1;democratic labor party;0.959292709827423;6992;0.181055471301079
Australia;361963;11;new south wales;lang;1;independent;0.956260323524475;1626;0.0369411110877991
Australia;361963;11;australian capital territory;australian capital territory;1;liberal party of australia;0.928230345249176;14748;0.45056825876236
Australia;361963;11;queensland;ryan;1;democratic labor party;0.953788995742798;3587;0.0705200061202049
Australia;361963;11;western australia;canning;1;country party;0.958538830280304;10844;0.277198374271393
Australia;361963;11;australian capital territory;australian capital territory;1;australian labor party;0.928230345249176;17984;0.54943174123764
Australia;361963;11;new south wales;wentworth;1;independent;0.931257903575897;1140;0.0303062535822392
Australia;361963;11;new south wales;watson;1;liberal party of australia;0.939417123794556;8302;0.232751131057739
Australia;361963;11;south australia;adelaide;1;australian labor party;0.959111750125885;18194;0.561231434345245
Australia;361963;11;tasmania;bass;1;democratic labor party;0.962849378585815;2055;0.0565881878137589
Australia;361963;11;new south wales;macarthur;1;democratic labor party;0.952936410903931;2021;0.0348022244870663
Australia;361963;11;queensland;ryan;1;liberal party of australia;0.953788995742798;29608;0.582089841365814
Australia;361963;11;queensland;petrie;1;australian labor party;0.959544599056244;26804;0.457296878099442
Australia;361963;11;south australia;port adelaide;1;australian labor party;0.963963150978088;30994;0.761972665786743
Australia;361963;11;victoria;higinbotham;1;australian labor party;0.96989369392395;22457;0.381739974021912
Australia;361963;11;queensland;leichhardt;1;australian labor party;0.92932653427124;24881;0.579517424106598
Australia;361963;11;new south wales;gwydir;1;australian labor party;0.949482142925262;18373;0.44976744055748
Australia;361963;11;western australia;canning;1;independent;0.958538830280304;1072;0.027402862906456
Australia;361963;11;victoria;bruce;1;independent;0.967895328998566;474;0.00503243459388614
Australia;361963;11;new south wales;wentworth;1;australian labor party;0.931257903575897;8991;0.239020630717278
Australia;361963;11;new south wales;newcastle;1;liberal party of australia;0.959036529064178;12518;0.3428555727005
Australia;361963;11;new south wales;mackellar;1;liberal party of australia;0.947844862937927;37827;0.621888637542725
Australia;361963;11;victoria;higgins;1;liberal party of australia;0.95129257440567;22835;0.601348340511322
Australia;361963;11;western australia;curtin;1;liberal party of australia;0.959292709827423;29200;0.756124079227448
Australia;361963;11;new south wales;eden-monaro;1;democratic labor party;0.961606442928314;1924;0.047126829624176
Australia;361963;11;new south wales;lawson;1;australian labor party;0.955274939537048;16659;0.420448243618011
Australia;361963;11;new south wales;north sydney;1;democratic labor party;0.941278517246246;2035;0.053631667047739
Australia;361963;11;victoria;flinders;1;australian labor party;0.960783302783966;21464;0.376772910356522
Australia;361963;11;victoria;wimmera;1;democratic labor party;0.974977672100067;3610;0.0925546064972878
Australia;361963;11;queensland;petrie;1;independent;0.959544599056244;159;0.00271266256459057
Australia;361963;11;western australia;moore;1;australian labor party;0.954650282859802;12146;0.321050971746445
Australia;361963;11;new south wales;eden-monaro;1;australian labor party;0.961606442928314;20807;0.509650707244873
Australia;361963;11;victoria;henty;1;australian labor party;0.966840445995331;15425;0.330094814300537
Australia;361963;11;queensland;bowman;1;liberal party of australia;0.964237809181213;21618;0.45797935128212
Australia;361963;11;new south wales;grayndler;1;australian labor party;0.945611655712128;21053;0.645362019538879
Australia;361963;11;victoria;bruce;1;independent;0.967895328998566;920;0.00976759474724531
Australia;361963;11;victoria;isaacs;1;liberal party of australia;0.933887898921967;17591;0.496080100536346
Australia;361963;11;new south wales;cowper;1;australian labor party;0.968512713909149;18237;0.470110595226288
Australia;361963;11;victoria;henty;1;liberal party of australia;0.966840445995331;24110;0.515953719615936
Australia;361963;11;victoria;gippsland;1;australian labor party;0.95768004655838;13623;0.309508115053177
Australia;361963;11;new south wales;hume;1;democratic labor party;0.969955801963806;2574;0.0662003010511398
Australia;361963;11;new south wales;warringah;1;australian labor party;0.936376571655273;9964;0.229495361447334
Australia;361963;11;victoria;melbourne;1;liberal party of australia;0.937952756881714;7870;0.261861979961395
Australia;361963;11;new south wales;new england;1;independent;0.957797765731812;959;0.0238278638571501
Australia;361963;11;victoria;mcmillan;1;democratic labor party;0.9655881524086;5243;0.116255350410938
Australia;361963;11;south australia;kingston;1;australian labor party;0.971057713031769;32582;0.53575599193573
Australia;361963;11;new south wales;darling;1;australian labor party;0.931656420230865;23352;0.673919916152954
Australia;361963;11;queensland;wide bay;1;australian labor party;0.966922223567963;23182;0.560154616832733
Australia;361963;11;victoria;fawkner;1;liberal party of australia;0.943891823291779;18614;0.544714987277985
Australia;361963;11;victoria;fawkner;1;democratic labor party;0.943891823291779;2818;0.0824651792645454
Australia;361963;11;queensland;kennedy;1;democratic labor party;0.900901138782501;2174;0.06301449239254
Australia;361963;11;victoria;melbourne ports;1;democratic labor party;0.951319098472595;4074;0.125207453966141
Australia;361963;11;new south wales;lyne;1;country party;0.959806621074677;25869;0.614626169204712
Australia;361963;11;new south wales;st george;1;australian labor party;0.968283414840698;19648;0.471333295106888
Australia;361963;11;south australia;kingston;1;democratic labor party;0.971057713031769;2858;0.0469949841499329
Australia;361963;11;victoria;indi;1;liberal party of australia;0.969202876091003;6111;0.142700359225273
Australia;361963;11;new south wales;dalley;1;democratic labor party;0.935985863208771;9118;0.270796835422516
Australia;361963;11;south australia;angas;1;australian labor party;0.973538219928741;14709;0.354775696992874
Australia;361963;11;new south wales;mackellar;1;australian labor party;0.947844862937927;18440;0.303159832954407
Australia;361963;11;western australia;moore;1;liberal party of australia;0.954650282859802;12876;0.340346783399582
Australia;361963;11;south australia;grey;1;liberal party of australia;0.96748298406601;18749;0.419412553310394
Australia;361963;11;new south wales;bradfield;1;democratic labor party;0.950022757053375;3245;0.0604834966361523
Australia;361963;11;victoria;murray;1;country party;0.971550285816193;29240;0.643400967121124
Australia;361963;11;victoria;bendigo;1;democratic labor party;0.969144403934479;6044;0.136646240949631
Australia;361963;11;queensland;herbert;1;democratic labor party;0.957855105400085;8410;0.185487434267998
Australia;361963;11;victoria;batman;1;liberal party of australia;0.965654015541077;14923;0.367010146379471
Australia;361963;11;western australia;fremantle;1;liberal party of australia;0.962563514709473;20931;0.422353595495224
Australia;361963;11;new south wales;grayndler;1;communist party of australia;0.945611655712128;885;0.0271289311349392
Australia;361963;11;south australia;port adelaide;1;communist party of australia;0.963963150978088;1463;0.035967156291008
Australia;361963;11;new south wales;lowe;1;democratic labor party;0.948329210281372;1910;0.0489116534590721
Australia;361963;11;western australia;canning;1;liberal party of australia;0.958538830280304;17000;0.434560328722
Australia;361963;11;new south wales;watson;1;democratic labor party;0.939417123794556;2136;0.0598839335143566
Australia;361963;11;new south wales;hunter;1;australian labor party;0.963127553462982;32132;0.711215376853943
Australia;361963;11;victoria;wills;1;australian labor party;0.96192729473114;20197;0.541372954845428
Australia;361963;11;new south wales;evans;1;independent;0.958146333694458;187;0.00494761345908046
Australia;361963;11;new south wales;lowe;1;australian labor party;0.948329210281372;15426;0.39503201842308
Australia;361963;11;victoria;ballaarat;1;liberal party of australia;0.97157895565033;20764;0.482535839080811
Australia;361963;11;victoria;ballaarat;1;democratic labor party;0.97157895565033;6421;0.149218007922173
Australia;361963;11;south australia;bonython;1;democratic labor party;0.963960349559784;14084;0.219175517559052
Australia;361963;11;new south wales;east sydney;1;australian labor party;0.917740046977997;19779;0.612030804157257
Australia;361963;11;new south wales;lyne;1;australian labor party;0.959806621074677;15039;0.357314258813858
Australia;361963;11;new south wales;new england;1;country party;0.957797765731812;22027;0.547295451164246
Australia;361963;11;tasmania;denison;1;democratic labor party;0.948183715343475;2159;0.0637230277061462
Australia;361963;11;new south wales;parramatta;1;australian labor party;0.957103610038757;21791;0.385415375232697
Australia;361963;11;south australia;boothby;1;democratic labor party;0.956754088401794;1760;0.0415908508002758
Australia;361963;11;victoria;indi;1;australian labor party;0.969202876091003;10997;0.256795257329941
Australia;361963;11;victoria;balaclava;1;democratic labor party;0.963556587696075;4135;0.10359513759613
Australia;361963;11;victoria;scullin;1;democratic labor party;0.943858861923218;5194;0.181335747241974
Australia;361963;11;new south wales;bradfield;1;liberal party of australia;0.950022757053375;41831;0.779687225818634
Australia;361963;11;western australia;forrest;1;australian labor party;0.965627670288086;15899;0.396246641874313
Australia;361963;11;new south wales;bennelong;1;liberal party of australia;0.955216586589813;29947;0.574500739574432
Australia;361963;11;tasmania;franklin;1;democratic labor party;0.965758919715881;2732;0.0675969943404198
Australia;361963;11;victoria;lalor;1;liberal party of australia;0.960576236248016;25831;0.284730106592178
Australia;361963;11;new south wales;lang;1;liberal party of australia;0.956260323524475;17208;0.390948742628098
Australia;361963;11;south australia;bonython;1;communist party of australia;0.963960349559784;4638;0.0721766576170921
Australia;361963;11;new south wales;macarthur;1;independent;0.952936410903931;309;0.0053210724145174
Australia;361963;11;western australia;fremantle;1;independent;0.962563514709473;748;0.015093426220119
Australia;361963;11;new south wales;riverina;1;australian labor party;0.947044789791107;16969;0.416212916374207
Australia;361963;11;new south wales;cunningham;1;liberal party of australia;0.953556835651398;20900;0.382496654987335
Australia;361963;11;victoria;ballaarat;1;australian labor party;0.97157895565033;15846;0.368246138095856
Australia;361963;11;new south wales;blaxland;1;australian labor party;0.95452755689621;27558;0.609933137893677
Australia;361963;11;victoria;melbourne ports;1;australian labor party;0.951319098472595;20654;0.63476550579071
Australia;361963;11;victoria;higinbotham;1;democratic labor party;0.96989369392395;5965;0.101397290825844
Australia;361963;11;tasmania;denison;1;liberal party of australia;0.948183715343475;17372;0.512735724449158
Australia;361963;11;tasmania;braddon;1;australian labor party;0.964085936546326;20843;0.576028048992157
Australia;361963;11;victoria;indi;1;country party;0.969202876091003;20551;0.479894459247589
Australia;361963;11;western australia;perth;1;democratic labor party;0.938306629657745;1629;0.0557132586836815
Australia;361963;11;queensland;capricornia;1;australian labor party;0.967132151126862;21335;0.561343967914581
Australia;361963;11;victoria;isaacs;1;australian labor party;0.933887898921967;14159;0.399294972419739
Australia;361963;11;queensland;ryan;1;independent;0.953788995742798;588;0.0115600116550922
Australia;361963;11;new south wales;parramatta;1;liberal party of australia;0.957103610038757;31660;0.559967458248138
Australia;361963;11;queensland;mcpherson;1;country party;0.948063850402832;33422;0.580646276473999
Australia;361963;11;new south wales;watson;1;australian labor party;0.939417123794556;24280;0.680703103542328
Australia;361963;11;western australia;canning;1;australian labor party;0.958538830280304;10204;0.260838449001312
Australia;361963;11;western australia;stirling;1;liberal party of australia;0.964547693729401;25641;0.431006371974945
Australia;361963;11;new south wales;bradfield;1;australian labor party;0.950022757053375;8575;0.159829273819923
Australia;361963;11;western australia;curtin;1;communist party of australia;0.959292709827423;2426;0.0628204494714737
Australia;361963;11;victoria;flinders;1;liberal party of australia;0.960783302783966;29723;0.521749079227448
Australia;361963;11;victoria;mallee;1;democratic labor party;0.968595206737518;4004;0.101888135075569
Australia;361963;11;new south wales;mitchell;1;australian labor party;0.946282982826233;35301;0.44394838809967
Australia;361963;11;western australia;stirling;1;democratic labor party;0.964547693729401;4044;0.0679766684770584
Australia;361963;11;victoria;higgins;1;australian labor party;0.95129257440567;10915;0.287441074848175
