Country;Year;Month;SubNational;Constituency;Magnitude;Party;Turnout;Votes;Share
Jamaica;3881944;12;;kingston western;1;jamaica labour party;;9663;0.731325209140778
Jamaica;3881944;12;;st. james north western;1;jamaica labour party;;5519;0.521891236305237
Jamaica;3881944;12;;st. mary eastern;1;people's national party;;5742;0.393854171037674
Jamaica;3881944;12;;westmoreland eastern;1;jamaica labour party;;2998;0.262315154075623
Jamaica;3881944;12;;hanover western;1;others;;1196;0.143629163503647
Jamaica;3881944;12;;trelawny northern;1;independent;;1848;0.335816830396652
Jamaica;3881944;12;;westmoreland eastern;1;independent;;1194;0.104471080005169
Jamaica;3881944;12;;st. catherine western;1;independent;;1690;0.196397438645363
Jamaica;3881944;12;;st. ann eastern;1;independent;;1364;0.0944336727261543
Jamaica;3881944;12;;st. ann western;1;people's national party;;3391;0.307573705911636
Jamaica;3881944;12;;manchester northern;1;independent;;2227;0.210730507969856
Jamaica;3881944;12;;clarendon north eastern;1;independent;;1014;0.10747218132019
Jamaica;3881944;12;;portland western;1;independent;;251;0.0347452946007252
Jamaica;3881944;12;;st. andrew eastern;1;jamaica democratic party;;3135;0.231964483857155
Jamaica;3881944;12;;trelawny southern;1;independent;;497;0.0862547755241394
Jamaica;3881944;12;;clarendon north western;1;independent;;372;0.0320441052317619
Jamaica;3881944;12;;st. thomas western;1;jamaica labour party;;5990;0.576571345329285
Jamaica;3881944;12;;st. andrew central;1;jamaica democratic party;;1103;0.0732890367507935
Jamaica;3881944;12;;portland western;1;independent;;1727;0.239064231514931
Jamaica;3881944;12;;st. andrew western;1;jamaica democratic party;;2131;0.169167265295982
Jamaica;3881944;12;;st. james north western;1;others;;1683;0.159148931503296
Jamaica;3881944;12;;manchester southern;1;independent;;92;0.00910260248929262
Jamaica;3881944;12;;st. catherine western;1;jamaica democratic party;;1107;0.1286461353302
Jamaica;3881944;12;;st. andrew western;1;jamaica labour party;;6421;0.50972455739975
Jamaica;3881944;12;;st. andrew central;1;people's national party;;4645;0.308637887239456
Jamaica;3881944;12;;westmoreland eastern;1;independent;;3725;0.325925290584564
Jamaica;3881944;12;;kingston east & port royal;1;people's national party;;5417;0.468720257282257
Jamaica;3881944;12;;kingston east & port royal;1;others;;74;0.00640304572880268
Jamaica;3881944;12;;st. andrew western;1;independent;;333;0.0264348648488522
Jamaica;3881944;12;;st. elizabeth northern;1;jamaica labour party;;6219;0.486315310001373
Jamaica;3881944;12;;st. mary eastern;1;independent;;6454;0.442691534757614
Jamaica;3881944;12;;westmoreland eastern;1;independent;;1966;0.17201854288578
Jamaica;3881944;12;;st. james south eastern;1;independent;;2898;0.356940507888794
Jamaica;3881944;12;;clarendon north eastern;1;independent;;3612;0.382829874753952
Jamaica;3881944;12;;st. elizabeth northern;1;independent;;2355;0.184157028794289
Jamaica;3881944;12;;hanover western;1;independent;;1273;0.152876183390617
Jamaica;3881944;12;;st. james north western;1;independent;;806;0.076217494904995
Jamaica;3881944;12;;st. elizabeth southern;1;independent;;3500;0.281350493431091
Jamaica;3881944;12;;clarendon north western;1;independent;;2426;0.208975791931152
Jamaica;3881944;12;;kingston western;1;people's national party;;3550;0.268674790859222
Jamaica;3881944;12;;trelawny southern;1;independent;;1032;0.17910447716713
Jamaica;3881944;12;;portland eastern;1;independent;;7542;0.649668335914612
Jamaica;3881944;12;;manchester northern;1;people's national party;;6260;0.592354297637939
Jamaica;3881944;12;;manchester southern;1;people's national party;;4274;0.422875225543976
Jamaica;3881944;12;;st. andrew eastern;1;jamaica labour party;;5253;0.38867923617363
Jamaica;3881944;12;;clarendon southern;1;independent;;87;0.0075949365273118
Jamaica;3881944;12;;st. catherine south eastern;1;people's national party;;2702;0.262610554695129
Jamaica;3881944;12;;st. andrew eastern;1;people's national party;;4858;0.359452456235886
Jamaica;3881944;12;;hanover western;1;jamaica labour party;;3200;0.38429206609726
Jamaica;3881944;12;;portland western;1;independent;;295;0.0408361032605171
Jamaica;3881944;12;;kingston east & port royal;1;others;;431;0.0372934155166149
Jamaica;3881944;12;;westmoreland eastern;1;independent;;1124;0.0983463153243065
Jamaica;3881944;12;;st. elizabeth southern;1;independent;;1556;0.125080391764641
Jamaica;3881944;12;;st. thomas eastern;1;jamaica labour party;;8461;0.846015393733978
Jamaica;3881944;12;;kingston central;1;jamaica democratic party;;622;0.0445367321372032
Jamaica;3881944;12;;westmoreland eastern;1;independent;;422;0.0369236171245575
Jamaica;3881944;12;;clarendon southern;1;independent;;660;0.057616762816906
Jamaica;3881944;12;;portland western;1;independent;;412;0.0570321157574654
Jamaica;3881944;12;;st. mary western;1;people's national party;;2205;0.178441375494003
Jamaica;3881944;12;;st. andrew central;1;independent;;1002;0.0665780752897263
Jamaica;3881944;12;;hanover eastern;1;independent;;671;0.0943741202354431
Jamaica;3881944;12;;kingston east & port royal;1;jamaica labour party;;4352;0.37656831741333
Jamaica;3881944;12;;hanover western;1;independent;;118;0.0141707696020603
Jamaica;3881944;12;;st. thomas western;1;independent;;118;0.0113581670448184
Jamaica;3881944;12;;st. thomas eastern;1;independent;;836;0.083591639995575
Jamaica;3881944;12;;st. andrew western;1;people's national party;;3712;0.294673323631287
Jamaica;3881944;12;;kingston central;1;jamaica labour party;;8485;0.607546925544739
Jamaica;3881944;12;;clarendon north eastern;1;people's national party;;3115;0.330153673887253
Jamaica;3881944;12;;hanover eastern;1;independent;;148;0.0208157524466515
Jamaica;3881944;12;;st. catherine south eastern;1;independent;;207;0.0201185736805201
Jamaica;3881944;12;;st. mary western;1;jamaica labour party;;5728;0.463542938232422
Jamaica;3881944;12;;kingston central;1;independent;;272;0.0194758698344231
Jamaica;3881944;12;;st. thomas western;1;independent;;237;0.0228125900030136
Jamaica;3881944;12;;trelawny northern;1;independent;;619;0.112484097480774
Jamaica;3881944;12;;trelawny southern;1;independent;;1860;0.322804570198059
Jamaica;3881944;12;;st. catherine western;1;people's national party;;2761;0.320859968662262
Jamaica;3881944;12;;st. mary western;1;independent;;4424;0.358015686273575
Jamaica;3881944;12;;hanover western;1;independent;;2421;0.290740966796875
Jamaica;3881944;12;;st. catherine south eastern;1;jamaica labour party;;7380;0.717270851135254
Jamaica;3881944;12;;westmoreland western;1;jamaica labour party;;11664;0.791423559188843
Jamaica;3881944;12;;st. thomas western;1;people's national party;;4044;0.389257878065109
Jamaica;3881944;12;;clarendon north western;1;people's national party;;3622;0.311999320983887
Jamaica;3881944;12;;st. catherine north eastern;1;jamaica labour party;;4559;0.572882652282715
Jamaica;3881944;12;;st. ann eastern;1;jamaica democratic party;;1055;0.073040708899498
Jamaica;3881944;12;;st. catherine north eastern;1;people's national party;;3399;0.427117377519608
Jamaica;3881944;12;;st. ann western;1;jamaica labour party;;5807;0.526712000370026
Jamaica;3881944;12;;st. andrew eastern;1;independent;;269;0.0199038106948137
Jamaica;3881944;12;;hanover eastern;1;independent;;1478;0.207876235246658
Jamaica;3881944;12;;clarendon north western;1;independent;;2329;0.200620204210281
Jamaica;3881944;12;;st. james north western;1;independent;;62;0.00586288422346115
Jamaica;3881944;12;;clarendon southern;1;jamaica labour party;;5038;0.439807951450348
Jamaica;3881944;12;;trelawny southern;1;jamaica labour party;;2373;0.411836177110672
Jamaica;3881944;12;;kingston central;1;others;;116;0.00830588582903147
Jamaica;3881944;12;;st. ann western;1;independent;;1022;0.092698410153389
Jamaica;3881944;12;;st. mary eastern;1;jamaica labour party;;2383;0.163454279303551
Jamaica;3881944;12;;st. elizabeth southern;1;independent;;3601;0.289469450712204
Jamaica;3881944;12;;st. james south eastern;1;jamaica labour party;;2938;0.361867219209671
Jamaica;3881944;12;;manchester southern;1;jamaica labour party;;4253;0.42079746723175
Jamaica;3881944;12;;manchester northern;1;jamaica democratic party;;2081;0.196915209293365
Jamaica;3881944;12;;st. james north western;1;independent;;899;0.0850118175148964
Jamaica;3881944;12;;st. catherine western;1;jamaica labour party;;3047;0.354096442461014
Jamaica;3881944;12;;clarendon north western;1;independent;;842;0.0725299343466759
Jamaica;3881944;12;;st. elizabeth northern;1;independent;;888;0.069440096616745
Jamaica;3881944;12;;st. james south eastern;1;independent;;2283;0.281192272901535
Jamaica;3881944;12;;clarendon north western;1;independent;;2018;0.173830643296242
Jamaica;3881944;12;;trelawny northern;1;jamaica labour party;;2759;0.501362919807434
Jamaica;3881944;12;;portland eastern;1;independent;;4067;0.350331634283066
Jamaica;3881944;12;;clarendon southern;1;independent;;843;0.0735923200845718
Jamaica;3881944;12;;hanover eastern;1;jamaica labour party;;2209;0.310689181089401
Jamaica;3881944;12;;kingston east & port royal;1;jamaica democratic party;;1283;0.111014969646931
Jamaica;3881944;12;;hanover eastern;1;independent;;2604;0.366244733333588
Jamaica;3881944;12;;st. elizabeth northern;1;independent;;3326;0.260087579488754
Jamaica;3881944;12;;st. ann eastern;1;jamaica labour party;;1390;0.0962337329983711
Jamaica;3881944;12;;portland western;1;independent;;737;0.102021038532257
Jamaica;3881944;12;;st. elizabeth southern;1;jamaica labour party;;3783;0.304099678993225
Jamaica;3881944;12;;st. andrew central;1;jamaica labour party;;8300;0.551495015621185
Jamaica;3881944;12;;st. ann western;1;independent;;805;0.0730158761143684
Jamaica;3881944;12;;st. ann eastern;1;people's national party;;10635;0.736291885375977
Jamaica;3881944;12;;clarendon north eastern;1;jamaica labour party;;1694;0.179544255137444
Jamaica;3881944;12;;portland western;1;jamaica labour party;;2795;0.386904776096344
Jamaica;3881944;12;;clarendon southern;1;independent;;3463;0.302313387393951
Jamaica;3881944;12;;portland western;1;people's national party;;1007;0.139396458864212
Jamaica;3881944;12;;hanover western;1;independent;;119;0.0142908608540893
Jamaica;3881944;12;;trelawny northern;1;independent;;277;0.0503361821174622
Jamaica;3881944;12;;st. thomas eastern;1;independent;;704;0.0703929588198662
Jamaica;3881944;12;;westmoreland western;1;independent;;3074;0.20857647061348
Jamaica;3881944;12;;clarendon southern;1;independent;;1364;0.119074642658234
Jamaica;3881944;12;;kingston central;1;people's national party;;4471;0.320134609937668
Jamaica;3881944;12;;manchester southern;1;independent;;1488;0.147224694490433
Jamaica;3881944;12;;st. james north western;1;jamaica democratic party;;1606;0.151867613196373
Jamaica;3881949;12;;st. catherine north eastern;1;independent;;1016;0.0823405459523201
Jamaica;3881949;12;;portland western;1;jamaica labour party;;5376;0.55331414937973
Jamaica;3881949;12;;st. elizabeth southern;1;independent;;1476;0.0886433273553848
Jamaica;3881949;12;;hanover eastern;1;independent;;1442;0.171544134616852
Jamaica;3881949;12;;st. ann western;1;people's national party;;8351;0.549010574817657
Jamaica;3881949;12;;portland eastern;1;people's national party;;4308;0.29129758477211
Jamaica;3881949;12;;clarendon north western;1;people's national party;;6026;0.461161702871323
Jamaica;3881949;12;;st. catherine western;1;jamaica labour party;;6116;0.468766778707504
Jamaica;3881949;12;;st. mary eastern;1;jamaica labour party;;7873;0.504517793655396
Jamaica;3881949;12;;st. catherine western;1;people's national party;;4906;0.376025140285492
Jamaica;3881949;12;;st. catherine south eastern;1;people's national party;;5429;0.400575518608093
Jamaica;3881949;12;;st. james south eastern;1;independent;;278;0.0250067468732595
Jamaica;3881949;12;;st. james north western;1;independent;;111;0.00843400973826647
Jamaica;3881949;12;;st. catherine south eastern;1;united party of jamaica;;437;0.0322437845170498
Jamaica;3881949;12;;st. catherine south eastern;1;jamaica labour party;;7105;0.524238169193268
Jamaica;3881949;12;;trelawny northern;1;people's national party;;2948;0.299502193927765
Jamaica;3881949;12;;st. catherine north eastern;1;independent;;1004;0.0813680216670036
Jamaica;3881949;12;;trelawny southern;1;jamaica labour party;;4485;0.518857002258301
Jamaica;3881949;12;;st. catherine north eastern;1;jamaica labour party;;3150;0.255288124084473
Jamaica;3881949;12;;clarendon north eastern;1;people's national party;;2840;0.282334238290787
Jamaica;3881949;12;;st. andrew central;1;independent;;139;0.00517922360450029
Jamaica;3881949;12;;st. james south eastern;1;people's national party;;1349;0.121345683932304
Jamaica;3881949;12;;st. elizabeth northern;1;jamaica labour party;;7559;0.458816379308701
Jamaica;3881949;12;;st. catherine north eastern;1;people's national party;;5507;0.446308463811874
Jamaica;3881949;12;;st. ann western;1;independent;;6860;0.450989425182343
Jamaica;3881949;12;;hanover western;1;agricultural industrial party;;1129;0.129874616861343
Jamaica;3881949;12;;st. james south eastern;1;jamaica labour party;;1150;0.103445172309875
Jamaica;3881949;12;;hanover western;1;jamaica labour party;;6290;0.723570704460144
Jamaica;3881949;12;;kingston central;1;jamaica labour party;;6577;0.378641337156296
Jamaica;3881949;12;;st. elizabeth southern;1;jamaica labour party;;5691;0.341781288385391
Jamaica;3881949;12;;st. mary eastern;1;independent;;642;0.0411406606435776
Jamaica;3881949;12;;westmoreland eastern;1;agricultural industrial party;;249;0.0194258075207472
Jamaica;3881949;12;;kingston western;1;jamaica labour party;;8478;0.456370770931244
Jamaica;3881949;12;;st. james south eastern;1;independent;;4111;0.369794011116028
Jamaica;3881949;12;;manchester northern;1;people's national party;;6454;0.46034237742424
Jamaica;3881949;12;;hanover eastern;1;jamaica labour party;;3770;0.448489189147949
Jamaica;3881949;12;;clarendon southern;1;independent;;494;0.0261888355016708
Jamaica;3881949;12;;st. thomas eastern;1;people's national party;;2209;0.198776215314865
Jamaica;3881949;12;;st. james north western;1;jamaica labour party;;5486;0.416837632656097
Jamaica;3881949;12;;st. catherine western;1;independent;;300;0.0229937918484211
Jamaica;3881949;12;;clarendon north western;1;jamaica labour party;;6421;0.491390526294708
Jamaica;3881949;12;;westmoreland eastern;1;independent;;465;0.0362771116197109
Jamaica;3881949;12;;st. catherine western;1;independent;;1646;0.126159265637398
Jamaica;3881949;12;;trelawny northern;1;independent;;612;0.062176164239645
Jamaica;3881949;12;;hanover eastern;1;people's national party;;1628;0.193671181797981
Jamaica;3881949;12;;westmoreland eastern;1;people's national party;;9208;0.718364775180817
Jamaica;3881949;12;;clarendon north eastern;1;independent;;2691;0.267521619796753
Jamaica;3881949;12;;st. james north western;1;people's national party;;7564;0.57472836971283
Jamaica;3881949;12;;manchester southern;1;independent;;105;0.00636749528348446
Jamaica;3881949;12;;st. elizabeth southern;1;independent;;5643;0.338898569345474
Jamaica;3881949;12;;st. elizabeth southern;1;independent;;141;0.0084679601714015
Jamaica;3881949;12;;st. thomas western;1;jamaica labour party;;6045;0.552913188934326
Jamaica;3881949;12;;clarendon north eastern;1;independent;;368;0.0365841537714005
Jamaica;3881949;12;;st. andrew central;1;people's national party;;14350;0.534689605236053
Jamaica;3881949;12;;trelawny southern;1;independent;;1113;0.128759831190109
Jamaica;3881949;12;;manchester southern;1;jamaica labour party;;8648;0.524439036846161
Jamaica;3881949;12;;st. andrew western;1;independent;;203;0.00886037293821573
Jamaica;3881949;12;;kingston western;1;people's national party;;10099;0.543629229068756
Jamaica;3881949;12;;st. elizabeth southern;1;people's national party;;3700;0.222208872437477
Jamaica;3881949;12;;kingston east & port royal;1;jamaica labour party;;5704;0.317683100700378
Jamaica;3881949;12;;st. catherine south eastern;1;independent;;145;0.0106987385079265
Jamaica;3881949;12;;st. thomas western;1;united party of jamaica;;604;0.0552455857396126
Jamaica;3881949;12;;kingston central;1;jamaica labour party;;223;0.0128382267430425
Jamaica;3881949;12;;westmoreland eastern;1;jamaica labour party;;2524;0.196910589933395
Jamaica;3881949;12;;portland eastern;1;independent;;8714;0.589221715927124
Jamaica;3881949;12;;hanover western;1;people's national party;;1274;0.146554693579674
Jamaica;3881949;12;;st. mary eastern;1;people's national party;;6429;0.411983340978622
Jamaica;3881949;12;;st. mary eastern;1;independent;;661;0.0423582196235657
Jamaica;3881949;12;;st. mary western;1;jamaica labour party;;7446;0.489868432283401
Jamaica;3881949;12;;clarendon north eastern;1;agricultural industrial party;;1801;0.179043635725975
Jamaica;3881949;12;;st. catherine western;1;united party of jamaica;;79;0.00605503190308809
Jamaica;3881949;12;;trelawny northern;1;jamaica labour party;;4826;0.490297675132751
Jamaica;3881949;12;;st. james south eastern;1;independent;;1210;0.108842313289642
Jamaica;3881949;12;;kingston central;1;people's national party;;10570;0.608520448207855
Jamaica;3881949;12;;portland western;1;people's national party;;4340;0.446685880422592
Jamaica;3881949;12;;st. james south eastern;1;independent;;2204;0.198254927992821
Jamaica;3881949;12;;clarendon southern;1;jamaica labour party;;14053;0.745003461837769
Jamaica;3881949;12;;st. ann eastern;1;people's national party;;11832;0.784615397453308
Jamaica;3881949;12;;st. elizabeth northern;1;independent;;378;0.0229438543319702
Jamaica;3881949;12;;st. mary western;1;people's national party;;6770;0.445394724607468
Jamaica;3881949;12;;westmoreland western;1;jamaica labour party;;12261;0.692907571792603
Jamaica;3881949;12;;hanover eastern;1;independent;;1566;0.186295509338379
Jamaica;3881949;12;;st. james south eastern;1;independent;;815;0.0733111426234245
Jamaica;3881949;12;;st. andrew western;1;jamaica labour party;;11715;0.511326432228088
Jamaica;3881949;12;;manchester northern;1;jamaica labour party;;4245;0.302781730890274
Jamaica;3881949;12;;st. thomas western;1;independent;;600;0.0548797212541103
Jamaica;3881949;12;;st. elizabeth northern;1;people's national party;;8538;0.518239736557007
Jamaica;3881949;12;;st. andrew western;1;people's national party;;10225;0.446292161941528
Jamaica;3881949;12;;st. mary western;1;independent;;245;0.0161184202879667
Jamaica;3881949;12;;st. catherine north eastern;1;independent;;1662;0.134694874286652
Jamaica;3881949;12;;westmoreland eastern;1;independent;;372;0.0290216878056526
Jamaica;3881949;12;;st. andrew western;1;independent;;474;0.0206887517124414
Jamaica;3881949;12;;clarendon north eastern;1;jamaica labour party;;1895;0.188388511538506
Jamaica;3881949;12;;clarendon north western;1;agricultural industrial party;;620;0.0474477708339691
Jamaica;3881949;12;;trelawny southern;1;people's national party;;2590;0.299629807472229
Jamaica;3881949;12;;westmoreland western;1;people's national party;;5434;
Jamaica;3881949;12;;st. andrew central;1;jamaica labour party;;12349;0.460131168365479
Jamaica;3881949;12;;kingston east & port royal;1;people's national party;;12251;0.682316899299622
Jamaica;3881949;12;;st. andrew western;1;agricultural industrial party;;294;0.0128322644159198
Jamaica;3881949;12;;clarendon southern;1;independent;;833;0.0441605262458324
Jamaica;3881949;12;;st. andrew eastern;1;people's national party;;10980;0.525233209133148
Jamaica;3881949;12;;st. thomas eastern;1;jamaica labour party;;8904;0.801223814487457
Jamaica;3881949;12;;clarendon north eastern;1;independent;;335;0.0333035103976727
Jamaica;3881949;12;;manchester southern;1;people's national party;;7737;0.469193458557129
Jamaica;3881949;12;;trelawny northern;1;independent;;1457;0.14802397787571
Jamaica;3881949;12;;st. thomas western;1;people's national party;;3684;0.336961477994919
Jamaica;3881949;12;;st. catherine south eastern;1;agricultural industrial party;;437;0.0322437845170498
Jamaica;3881949;12;;clarendon southern;1;people's national party;;3483;0.184647187590599
Jamaica;3881949;12;;portland eastern;1;independent;;1767;0.119480691850185
Jamaica;3881949;12;;manchester northern;1;independent;;3321;0.236875891685486
Jamaica;3881949;12;;trelawny southern;1;independent;;303;0.0350532159209251
Jamaica;3881949;12;;st. mary western;1;independent;;739;0.048618420958519
Jamaica;3881949;12;;trelawny southern;1;agricultural industrial party;;153;0.0177001394331455
Jamaica;3881949;12;;st. ann eastern;1;jamaica labour party;;3248;0.215384617447853
Jamaica;3881949;12;;st. andrew eastern;1;jamaica labour party;;9925;0.474766790866852
Jamaica;3881949;12;;clarendon north eastern;1;independent;;129;0.0128243360668421
Jamaica;3881955;1;;kingston central;1;people's national party;;7540;0.60723203420639
Jamaica;3881955;1;;kingston eastern & port royal;1;people's national party;;12036;0.699523448944092
Jamaica;3881955;1;;st. catherine north eastern;1;independent;;733;0.0506845526397228
Jamaica;3881955;1;;st. catherine south eastern;1;jamaica labour party;;4726;0.350229740142822
Jamaica;3881955;1;;st. catherine north eastern;1;jamaica labour party;;2681;0.185382381081581
Jamaica;3881955;1;;clarendon north eastern;1;people's national party;;4545;0.337842851877213
Jamaica;3881955;1;;manchester northern;1;jamaica labour party;;5804;0.365929007530212
Jamaica;3881955;1;;st. elizabeth northern;1;jamaica labour party;;283;0.0170904044061899
Jamaica;3881955;1;;hanover western;1;independent;;846;0.0936047807335854
Jamaica;3881955;1;;st. mary western;1;independent;;6677;0.426318466663361
Jamaica;3881955;1;;st. catherine south eastern;1;farmers' party;;601;0.0445383116602898
Jamaica;3881955;1;;st. andrew central;1;jamaica labour party;;9797;0.405253350734711
Jamaica;3881955;1;;kingston eastern & port royal;1;jamaica labour party;;5170;0.300476580858231
Jamaica;3881955;1;;st. thomas western;1;farmers' party;;992;0.0857908874750137
Jamaica;3881955;1;;st. james north western;1;independent;;164;0.0133615769445896
Jamaica;3881955;1;;westmoreland eastern;1;jamaica labour party;;984;0.0761256366968155
Jamaica;3881955;1;;kingston western;1;people's national party;;5246;0.352293342351913
Jamaica;3881955;1;;st. thomas western;1;independent;;492;0.0425495095551014
Jamaica;3881955;1;;st. james north western;1;independent;;157;0.0127912657335401
Jamaica;3881955;1;;portland western;1;jamaica labour party;;5604;0.513845562934875
Jamaica;3881955;1;;st. andrew western;1;farmers' party;;660;0.0258175563067198
Jamaica;3881955;1;;st. thomas eastern;1;jamaica labour party;;7546;0.612350881099701
Jamaica;3881955;1;;st. elizabeth southern;1;jamaica labour party;;7835;0.399663329124451
Jamaica;3881955;1;;st. james north western;1;farmers' party;;236;0.0192276351153851
Jamaica;3881955;1;;st. thomas western;1;jamaica labour party;;4322;0.373778432607651
Jamaica;3881955;1;;westmoreland western;1;people's national party;;11087;0.551729261875153
Jamaica;3881955;1;;st. andrew central;1;national labour party;;784;0.0324301980435848
Jamaica;3881955;1;;westmoreland eastern;1;independent;;208;0.0160915981978178
Jamaica;3881955;1;;st. james south eastern;1;farmers' party;;2655;0.251491904258728
Jamaica;3881955;1;;kingston central;1;jamaica labour party;;4877;0.39276796579361
Jamaica;3881955;1;;kingston western;1;jamaica labour party;;6383;0.428648173809052
Jamaica;3881955;1;;hanover eastern;1;people's national party;;2314;0.303077936172485
Jamaica;3881955;1;;st. andrew central;1;the right party;;108;0.00446742493659258
Jamaica;3881955;1;;st. james north western;1;jamaica labour party;;4536;0.369561672210693
Jamaica;3881955;1;;portland eastern;1;people's national party;;6378;0.426479429006577
Jamaica;3881955;1;;st. andrew western;1;people's national party;;11639;0.455288678407669
Jamaica;3881955;1;;portland eastern;1;jamaica labour party;;8577;0.573520541191101
Jamaica;3881955;1;;manchester northern;1;people's national party;;9691;0.610995531082153
Jamaica;3881955;1;;st. ann eastern;1;jamaica labour party;;3472;0.203827634453773
Jamaica;3881955;1;;st. ann eastern;1;people's national party;;13270;0.779030203819275
Jamaica;3881955;1;;westmoreland eastern;1;independent;;1655;0.128036513924599
Jamaica;3881955;1;;manchester southern;1;independent;;199;0.0110322656109929
Jamaica;3881955;1;;clarendon southern;1;people's national party;;8946;0.395595639944077
Jamaica;3881955;1;;clarendon southern;1;jamaica labour party;;13668;0.604404330253601
Jamaica;3881955;1;;st. catherine western;1;farmers' party;;750;0.0528466738760471
Jamaica;3881955;1;;hanover western;1;independent;;361;0.0399424657225609
Jamaica;3881955;1;;st. catherine north eastern;1;people's national party;;7018;0.485271751880646
Jamaica;3881955;1;;westmoreland eastern;1;people's national party;;6395;0.494739294052124
Jamaica;3881955;1;;st. elizabeth northern;1;independent;;609;0.0367775820195675
Jamaica;3881955;1;;st. thomas eastern;1;people's national party;;4610;0.374097228050232
Jamaica;3881955;1;;trelawny southern;1;jamaica labour party;;4434;0.470650672912598
Jamaica;3881955;1;;st. ann eastern;1;independent;;292;0.0171421859413385
Jamaica;3881955;1;;hanover western;1;jamaica labour party;;3619;0.40042045712471
Jamaica;3881955;1;;trelawny northern;1;jamaica labour party;;5749;0.559295654296875
Jamaica;3881955;1;;clarendon north eastern;1;jamaica labour party;;6528;0.485244929790497
Jamaica;3881955;1;;hanover western;1;independent;;1165;0.128900200128555
Jamaica;3881955;1;;st. catherine western;1;jamaica labour party;;7297;0.51416289806366
Jamaica;3881955;1;;trelawny southern;1;farmers' party;;1824;0.193610027432442
Jamaica;3881955;1;;kingston western;1;national labour party;;3262;0.219058498740196
Jamaica;3881955;1;;st. thomas western;1;people's national party;;5279;0.456542432308197
Jamaica;3881955;1;;hanover western;1;people's freedom movement;;647;0.0715866312384605
Jamaica;3881955;1;;st. elizabeth northern;1;independent;;6254;0.377679824829102
Jamaica;3881955;1;;hanover western;1;people's national party;;2400;0.26554548740387
Jamaica;3881955;1;;st. elizabeth northern;1;people's national party;;6258;0.377921372652054
Jamaica;3881955;1;;st. mary eastern;1;people's national party;;8428;0.484813630580902
Jamaica;3881955;1;;manchester southern;1;independent;;143;0.00792770832777023
Jamaica;3881955;1;;st. james south eastern;1;people's national party;;5116;0.484607368707657
Jamaica;3881955;1;;st. elizabeth northern;1;people's freedom movement;;1090;0.0658252313733101
Jamaica;3881955;1;;st. elizabeth northern;1;independent;;134;0.00809227582067251
Jamaica;3881955;1;;portland western;1;people's national party;;5302;0.486154407262802
Jamaica;3881955;1;;st. elizabeth northern;1;farmers' party;;660;0.0398574806749821
Jamaica;3881955;1;;st. andrew eastern;1;people's national party;;11854;0.600658714771271
Jamaica;3881955;1;;st. elizabeth southern;1;people's national party;;11769;0.600336670875549
Jamaica;3881955;1;;st. ann western;1;people's national party;;8064;0.4918272793293
Jamaica;3881955;1;;st. james north western;1;people's national party;;7181;0.585057854652405
Jamaica;3881955;1;;hanover eastern;1;jamaica labour party;;1462;0.191486582159996
Jamaica;3881955;1;;manchester southern;1;people's national party;;11562;0.640980124473572
Jamaica;3881955;1;;westmoreland eastern;1;independent;;474;0.0366702787578106
Jamaica;3881955;1;;trelawny southern;1;people's national party;;3163;0.335739314556122
Jamaica;3881955;1;;hanover eastern;1;farmers' party;;1901;0.248984932899475
Jamaica;3881955;1;;westmoreland eastern;1;independent;;105;0.00812316220253706
Jamaica;3881955;1;;st. andrew western;1;jamaica labour party;;13265;0.518893778324127
Jamaica;3881955;1;;st. ann western;1;jamaica labour party;;8332;0.508172750473022
Jamaica;3881955;1;;st. thomas eastern;1;farmers' party;;167;0.0135518945753574
Jamaica;3881955;1;;trelawny northern;1;people's national party;;4530;0.440704345703125
Jamaica;3881955;1;;westmoreland eastern;1;independent;;934;0.0722574666142464
Jamaica;3881955;1;;clarendon north eastern;1;farmers' party;;2380;0.176912218332291
Jamaica;3881955;1;;st. mary western;1;people's national party;;8985;0.573681533336639
Jamaica;3881955;1;;clarendon north western;1;jamaica labour party;;8213;0.514244556427002
Jamaica;3881955;1;;st. elizabeth northern;1;independent;;1271;0.0767558440566063
Jamaica;3881955;1;;st. thomas western;1;independent;;478;0.0413387529551983
Jamaica;3881955;1;;st. catherine south eastern;1;independent;;257;0.019045501947403
Jamaica;3881955;1;;westmoreland western;1;jamaica labour party;;9008;0.448270708322525
Jamaica;3881955;1;;st. james south eastern;1;jamaica labour party;;2786;0.263900727033615
Jamaica;3881955;1;;manchester northern;1;independent;;366;0.0230754688382149
Jamaica;3881955;1;;st. catherine western;1;people's national party;;6145;0.432990431785583
Jamaica;3881955;1;;st. andrew central;1;people's national party;;13486;0.557848989963531
Jamaica;3881955;1;;st. catherine south eastern;1;independent;;155;0.0114865861833096
Jamaica;3881955;1;;hanover eastern;1;national labour party;;1958;0.256450563669205
Jamaica;3881955;1;;manchester southern;1;jamaica labour party;;6134;0.340059876441956
Jamaica;3881955;1;;st. catherine south eastern;1;people's national party;;7755;0.574699878692627
Jamaica;3881955;1;;st. mary eastern;1;jamaica labour party;;8956;0.515186369419098
Jamaica;3881955;1;;westmoreland eastern;1;farmers' party;;2171;0.167956054210663
Jamaica;3881955;1;;clarendon north western;1;people's national party;;7758;0.485755443572998
Jamaica;3881955;1;;st. andrew eastern;1;jamaica labour party;;7881;0.399341285228729
Jamaica;3881955;1;;st. catherine north eastern;1;farmers' party;;4030;0.27866131067276
