ADM1,Constituency
Atlántida,atlantida
Choluteca,choluteca
Colón,colon
Comayagua,comayagua
Copán,copan
Cortés,cortes
El Paraíso,el paraiso
Francisco Morazán,francisco morazan
Gracias a Dios,gracias a dios
Intibucá,intibuca
Islas de la Bahía,islas de la bahia
La Paz,la paz
Lempira,lempira
Ocotepeque,ocotepeque
Olancho,olancho
Santa Bárbara,santa barbara
Valle,valle
Yoro,yoro
