name,ideology
alianca democrática,conservative
alianca povo unido,communist
centro democrático social,social democrat
coligacao democrática unitária,communist
partido comunista português,communist
partido popular democrático,liberal democrat
partido social democrata,liberal democrat
partido social democráta,liberal democrat
partido socialista,social democrat
partido socialista português,social democrat
