name,ideology
partidul romania mare,regionalist
polul democrat-social din romania,social democrat
conventia democrata din romania,big tent
partidul democratiei sociale din romania,social democrat
uniunea democrata a maghiarilor din romania,regionalist
partidul unitatii nationale romane,regionalist
frontul democrat al salvarii nationale,social democrat
frontul salvarii nationale,social democrat
