name,ideology
a + l,other
kansallinen edistyspuolue,liberal democrat
kansallinen kokoomuspuolue,conservative
keskustapuolue,liberal democrat
maalaisliitto,liberal democrat
nuorsuomalaienen puolue,liberal democrat
ruotsalainen kansanpuolue-svenska folkspartiet,regionalist
suomalainen puolue,conservative
suomen kansan demokraattinen liitto,communist
suomen keskusta,liberal democrat
suomen maaseudun puolue,far right
suomen sosialidemokraattinen puolue,social democrat
