ADM1,Constituency
South-East,ahafo-ano south
South-East,akim abuakwa south
South-East,asante akim south
South-East,assin south
South-East,asunafo south
South-East,asutifi south
South-East,awutu-senya
South-East,ayawaso east
South-East,essikado-ketan
South-East,gomoa east
South-East,ho east
South-East,hohoe south
South-East,jaman south
South-East,ketu south
South-East,ledzokuku
South-East,mfantseman east
South-East,montagne blanche and grand river south east
South-East,new juaben south
South-East,offinso south
South-East,pamplemousses and triolet
South-East,port louis maritime and port louis east
South-East,sissala east
South-East,south dayi
South-East,south tongu
South-East,suhum
South-East,sunyani east
South-East,tano south
South-East,tema east
South-East,upper denkyira east
South-East,wa east
Southern,BOSOMTWE
Southern,GUÉCKÉDOU
Southern,NKORANZA SOUTH
Southern,NKWANTA SOUTH
Southern,OKAIKWEI SOUTH
Southern,SIGUIRI
Southern,ablekuma south
Southern,bosome-freho
Southern,bosomtwe
Southern,builsa south
Southern,chereponi
Southern,kintampo south
Southern,nkoranza south
Southern,nkwanta south
Southern,odotobri
Southern,okaikwei south
Southern,quartier militaire and moka
Southern,suame
Southern,subin
Southern,tamale south
Southern,techiman south
Southern,upper manya
Sowa,ABURA/A/KWAMANKESE
Sowa,AKIM ODA
Sowa,ATWIMA MPONUA
Sowa,ATWIMA-KWANWOMA
Sowa,BOFFA
Sowa,CAPE COAST
Sowa,COYAH
Sowa,FORÉCARIAH
Sowa,KOUROUSSA
Sowa,KROWOR
Sowa,ODODODIODOO
Sowa,SABOBA
Sowa,WALEWALE
Sowa,abura-asebu-kwamankese
Sowa,aburi-nsawam
Sowa,ajumako-enyan-essiam
Sowa,akim oda
Sowa,akim swedru
Sowa,akwatia
Sowa,asawase
Sowa,ashiaman
Sowa,asokwa
Sowa,atiwa
Sowa,atwima kwanwoma
Sowa,bekwai
Sowa,cape coast
Sowa,damongo-daboya
Sowa,flacq and bon accueil
Sowa,juabeso
Sowa,krowor
Sowa,kwadaso
Sowa,lower manya krobo
Sowa,mpraeso
Sowa,nhyiaeso
Sowa,nkawkaw
Sowa,pusiga
Sowa,saboba
Sowa,savanne and black river
Sowa,savelugu
Sowa,sekondi
Sowa,shama
Sowa,tarkwa nsuaem
Sowa,trobu-amasaman
Sowa,twifo-atti morkwaa
Sowa,walewale
Sowa,weija
Sowa,yapei-kusawgu
