name,ideology
bondepartiet,conservative
christian people's party,christian democrat
conservative party,conservative
det norske arbeiderparti,social democrat
høire,conservative
kristelig folkeparti,christian democrat
l-ad,other
landmandsforbundet,conservative
norwegian labour party,social democrat
progress party,liberal democrat
samlingspartiet,conservative
venstre,liberal democrat
