name,ideology
alþýðubandalag,social democrat
alþýðuflokkur,communist
borgaraflokkur,conservative
bændaflokkur,conservative
elected,other
framsóknarflokkur,liberal democrat
heimastjórnarflokkur,liberal democrat
sjálfstæðisflokkur,conservative
sjálfstæðisflokkur ‘langsum,regionalist
Íhaldsflokkur,conservative
