name,ideology
indian national congress,social democrat
shiromani akali dal,conservative
west bengal trinamool congress,regionalist
independent,other
bharatiya lok dal,social democrat
arunachal congress,regionalist
communist party of india,communist
all india trinamool congress,regionalist
bahujan samaj party,social democrat
bharatiya janata party,conservative
tamil maanila congress (moopanar),regionalist
indian natioanl congress (i),social democrat
