name,ideology
Anguilla United Front,conservative
anguilla united front,conservative
anguilla united movement,conservative
independent,other
anguilla strategic alliance,conservative
anguilla national alliance,conservative
Anguilla National Alliance,conservative
anguilla democratic party,conservative
Anguilla United Party,conservative
anguilla united party,conservative
Anguilla Progressive Party,social democrat
Independent,other
Anguilla United Movement,conservative
