name,ideology
qinmin dang,conservative
wudangji tuanjie lianmeng,conservative
xin dang,conservative
minzhu lianmeng,social democrat
independent,other
minzhu jinbu dang,liberal-socialist
zhongguo guomin dang,regionalist
