CD_YEAR|CD_MUNTY_REFNIS|MS_NBR_NON_ZERO_INC|MS_NBR_ZERO_INC|MS_TOT_NET_TAXABLE_INC|MS_TOT_NET_INC|MS_NBR_TOT_NET_INC|MS_REAL_ESTATE_NET_INC|MS_NBR_REAL_ESTATE_NET_INC|MS_TOT_NET_MOV_ASS_INC|MS_NBR_NET_MOV_ASS_INC|MS_TOT_NET_VARIOUS_INC|MS_NBR_NET_VARIOUS_INC|MS_TOT_NET_PROF_INC|MS_NBR_NET_PROF_INC|MS_SEP_TAXABLE_INC|MS_NBR_SEP_TAXABLE_INC|MS_JOINT_TAXABLE_INC|MS_NBR_JOINT_TAXABLE_INC|MS_TOT_DEDUCT_SPEND|MS_NBR_DEDUCT_SPEND|MS_TOT_STATE_TAXES|MS_NBR_STATE_TAXES|MS_TOT_MUNICIP_TAXES|MS_NBR_MUNICIP_TAXES|MS_TOT_SUBURBS_TAXES|MS_NBR_SUBURBS_TAXES|MS_TOT_TAXES|MS_NBR_TOT_TAXES|MS_TOT_RESIDENTS|TX_MUNTY_DESCR_NL|TX_MUNTY_DESCR_FR|CD_DSTR_REFNIS|TX_ADM_DSTR_DESCR_NL|TX_ADM_DSTR_DESCR_FR|CD_PROV_REFNIS|TX_PROV_DESCR_NL|TX_PROV_DESCR_FR|CD_RGN_REFNIS|TX_RGN_DESCR_NL|TX_RGN_DESCR_FR
2007|11013|12635|822|399035516.84|404458340.01|12635|3508966.01|1136|895033.25|226|979742.08|299|399074598.67|12576|18049187.41|2753|380986329.43|12631|5422823.17|4121|103222087.39|10057|7407709.82|9895|0|0|110629797.21|10106|21389|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11013|12652|838|419034327.96|425404712.28|12652|3514412.32|1135|1057708.34|300|1132912.43|280|419699679.19|12587|25916129.49|2779|393118198.47|12649|6370384.32|4243|106898369.5|10233|7684311.39|9958|0|0|114582680.89|10285|21222|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11013|12521|937|416479382.95|423989897.22|12521|3713788.87|1165|1062055.08|315|1278781.14|251|417935272.13|12449|22294387.99|2727|394184994.96|12520|7510514.27|4425|101866430.99|10164|7403074.41|9863|0|0|109269505.4|10223|21171|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11013|12499|960|419314619.48|427817935.32|12499|3761593.01|1215|982850.37|318|808022.26|228|422265469.68|12434|21608274.63|2730|397706344.85|12497|8503315.84|4718|104768766.18|10317|7498390.8|9876|0|0|112267156.98|10345|21103|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11013|12397|785|434875534.27|444226611.49|12397|4059646.32|1252|8034706.16|374|897765.71|228|431234493.3|12343|27828660.05|2766|407046874.22|12391|9351077.22|4587|106294680.35|10755|7561327.8|9862|0|0|113856008.15|10768|21064|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2012|11013|12171|726|450968774.03|459698285.24|12171|4225623.27|1281|3751217.75|618|902736.41|221|450818707.81|12107|26329963.61|2811|424638810.42|12167|8729511.21|2279|112305647.37|10648|7996286.87|9876|0|0|120301934.24|10666|21159|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2013|11013|12286|717|457873869|467650499.91|12286|4934518.52|1486|2160736|552|906613.76|211|459648631.63|12225|23021685.21|2788|434852183.79|12282|9776630.91|2476|114973243.22|10653|7985375.28|9891|0|0|122958618.5|10671|21251|Edegem|Edegem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2005|11016|8954|819|224588056.94|226592253.01|8954|2815409.42|798|3163070.37|274|374759.64|101|220239013.58|8863|8486955.85|1798|216101101.09|8943|2004196.07|2362|42870926.36|6354|3687816.14|6643|0|0|46558742.5|6867|17001|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2006|11016|9176|802|238855302.24|241648248.58|9176|2989285.98|815|3433312.6|291|995321.99|136|234230328.01|9070|10249753.88|1912|228605548.36|9169|2792946.34|2302|45410913.97|6580|3924567.17|6885|0|0|49335481.14|7120|17143|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2007|11016|9350|834|250152041.42|253970133.24|9350|3084310.64|822|2972576.28|304|356104.69|100|247557141.63|9266|10816828.93|1998|239335212.49|9340|3818091.82|2549|47548482.97|6622|4151783.35|6973|0|0|51700266.32|7208|17416|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11016|9363|783|262482378.29|267283327.56|9363|3226571.32|829|4645203.82|378|447630.03|108|258963922.39|9291|10775964.82|2075|251706413.47|9357|4800949.27|2721|49298839.76|6836|4074151.74|7057|0|0|53372991.5|7394|17636|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11016|9480|887|270336396.49|276135635.01|9480|3283503.52|859|4650596.8|418|854835.74|129|267346698.95|9386|11674749.37|2025|258661647.12|9469|5799238.52|2973|48006378.94|6939|4065884.49|7139|0|0|52072263.43|7540|17797|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11016|9598|1016|279223549.29|285697636.4|9598|3306356.68|892|4584775.45|422|1199119.1|131|276607385.17|9511|14010713.82|2247|265212835.47|9590|6474087.11|3034|50956053.51|7195|4180111.74|7248|0|0|55136165.25|7707|17919|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11016|9647|800|289660212.1|297087523.48|9647|3377283.37|915|4107212.8|478|842159.34|102|288760867.97|9576|12450334.66|2264|277209877.44|9639|7427311.38|3116|53523273.9|7712|4331703.25|7388|0|0|57854977.15|8143|18075|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2012|11016|9506|642|297591694.98|305120947.26|9506|3510528.18|941|5831393.84|607|351094.51|95|295427930.73|9456|11671677.88|2304|285920017.1|9503|7529252.28|1983|56856038.93|7680|4464687.62|7322|0|0|61320726.55|8078|18066|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2013|11016|9671|615|307559461.48|315909261.91|9671|3933590.15|1150|4780540.85|586|361059.58|85|306834071.33|9613|10866320.06|2303|296693141.42|9669|8349800.43|2116|59732138.38|7896|4997072.94|7440|0|0|64729211.32|8237|18256|Essen|Essen|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2005|11018|5427|129|137783068.13|139120896.2|5427|864936.41|289|78500.25|23|164699.56|68|138012759.98|5405|3216690.76|1077|134566377.37|5424|1337828.07|1420|31326408.55|4488|2381262.74|4421|0|0|33707671.29|4493|9663|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2006|11018|5572|101|145522984.99|147518513.2|5572|867028.88|297|166014.67|33|209090.64|84|146276379.01|5551|4188431.73|1253|141334553.26|5572|1995528.21|1475|32761839.33|4566|2496805.55|4470|0|0|35258644.88|4572|9755|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2007|11018|5605|99|154211274.8|156866370.15|5605|838608.9|288|113322.92|40|256914.37|95|155657523.96|5589|6578678.24|1323|147632596.56|5604|2655095.35|1656|34799850.58|4648|2670329.47|4572|0|0|37470180.05|4666|9862|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11018|5836|171|161697610.17|165101211.1|5836|899726.65|295|213845.82|50|180014.53|76|163807624.1|5818|4538906.42|1320|157158703.75|5834|3403600.93|1821|36672405|4777|2822074.75|4662|0|0|39494479.75|4808|10047|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11018|5813|173|166110368.33|170210559.88|5813|908104.23|305|192177.41|57|139100.87|70|168971177.37|5796|6885861.28|1347|159224507.05|5811|4100191.55|1986|35600278.78|4772|2799451.22|4629|0|0|38399730|4798|10166|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11018|5904|357|167375514.47|172250093.62|5904|965153.44|309|220534.61|58|138774.76|49|170925630.81|5889|5587827.95|1276|161787686.52|5903|4874579.15|2172|36838946.94|4905|2820036.82|4706|0|0|39658983.76|4923|10318|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11018|5952|258|175374168.42|181161137.1|5952|997068.02|324|232692.68|66|141049.34|49|179790327.06|5933|5576682.67|1309|169797485.75|5950|5786968.68|2299|38922193.38|5179|2980766.7|4780|0|0|41902960.08|5186|10605|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2012|11018|5940|268|183635346.26|189684133.18|5940|1026614.32|343|418314.89|108|129739.34|51|188109464.63|5922|5409616.58|1310|178225729.68|5936|6048786.92|1675|41298959.23|5189|3155694.34|4806|0|0|44454653.57|5195|10765|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2013|11018|5924|291|191173893.91|197813926.43|5924|993409.91|404|358704.79|104|386865.23|56|196074946.5|5909|7419398.02|1305|183754495.89|5923|6640032.52|1706|43393080.04|5138|3321063.58|4777|0|0|46714143.62|5143|10866|Hemiksem|Hemiksem|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2005|11021|4493|406|153306049.55|154872947.92|4493|1669646.55|480|199105.29|61|314339.84|109|152689856.24|4462|8968012.16|933|144338037.39|4489|1566898.37|1667|42532032.9|3477|2942685.97|3410|0|0|45474718.87|3479|8307|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2006|11021|4603|343|160077298.99|161844599.59|4603|1770464.23|495|351675.68|71|365259.14|115|159357200.54|4560|9585452.61|970|150491846.38|4603|1767300.6|1546|43914810.95|3549|3031856.28|3472|0|0|46946667.23|3550|8298|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2007|11021|4581|353|167916194.93|170078602.63|4581|1809607.41|510|242901.57|83|738267.36|124|167287826.29|4542|12841920.51|1017|155074274.42|4579|2162407.7|1629|45605748.23|3536|3387952.76|3477|0|0|48993700.99|3546|8326|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11021|4575|346|173522586.03|176012053.61|4575|2130712.85|537|299993.03|109|700386.9|103|172880960.83|4541|13990128.47|993|159532457.56|4574|2489467.58|1654|46832529.91|3581|3494017.36|3502|0|0|50326547.27|3597|8212|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11021|4534|392|171759137.48|174613891.82|4534|2252931.57|568|195731.41|117|336695.48|94|171828533.36|4497|11533611.71|986|160225525.77|4533|2854754.34|1750|44507837.71|3572|3386130.67|3477|0|0|47893968.38|3597|8199|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11021|4492|414|177031179.84|180199333.73|4492|2200660.63|569|348212.07|128|370399.91|95|177280061.12|4462|13096821.17|952|163934358.67|4491|3168153.89|1850|46545858.71|3574|3501654.78|3446|0|0|50047513.49|3593|8190|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11021|4481|338|179250808.12|182762323.47|4481|2320180.83|579|467899.64|165|297075.2|78|179677167.8|4454|10580471.2|963|168670336.92|4481|3511515.35|1784|47585642.43|3798|3562162.23|3469|0|0|51147804.66|3803|8199|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2012|11021|4450|259|188711044|192013480.57|4450|2435431.64|600|2178333.1|276|360938.47|84|187038777.36|4423|10818448.79|1045|177892595.21|4448|3302436.57|835|50844734.37|3811|3796284.04|3497|0|0|54641018.41|3815|8198|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2013|11021|4456|288|199488389.64|203060360.29|4456|2695123.92|704|1216440.23|246|305895.68|73|198842900.46|4421|17093468.74|943|182394920.9|4456|3571970.65|879|53129153.52|3804|4012675.24|3515|0|0|57141828.76|3805|8216|Hove (Antwerpen)|Hove (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2005|11022|9334|781|258002682.7|260291257.3|9334|4392874.52|989|2729585.8|240|754833.6|148|252413963.38|9232|11946024.96|1821|246056657.74|9322|2288574.6|2779|57656172.06|7105|4522083.75|7127|0|0|62178255.81|7309|17489|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2006|11022|9525|732|272018763.56|275076968.52|9525|4507524.86|1034|3317068.77|244|785499.57|145|266466875.32|9430|14360845.43|1999|257657918.13|9516|3058204.96|2652|60705572.29|7258|4802503.93|7279|0|0|65508076.22|7464|17504|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2007|11022|9654|729|291316131.18|295036056.32|9654|4599270.58|1036|4422456.11|254|667421.05|137|285346908.58|9565|21374691.6|2033|269941439.58|9645|3719925.14|2918|64847439.5|7303|5151732.1|7333|0|0|69999171.6|7522|17578|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11022|9652|723|295463138.33|300041270.55|9652|4451362.83|1043|6322013.89|309|794613.93|132|288473279.9|9549|17938829.31|2008|277524309.02|9641|4578132.22|3087|66121300.79|7352|5233293.93|7304|0|0|71354594.72|7551|17587|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11022|9700|821|303454558.39|309060053.2|9700|4654632.05|1067|3693740.15|329|742569.35|147|299969111.65|9607|18277429.93|1952|285177128.46|9688|5605494.81|3207|64597538.58|7446|5228825.73|7388|0|0|69826364.31|7695|17731|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11022|9861|863|308813428.61|315554921.23|9861|4756197.08|1133|3703876.51|320|653690.93|126|306441156.71|9769|16749743.2|2064|292063685.41|9850|6741492.62|3467|67059489.8|7722|5310118.29|7567|0|0|72369608.09|7915|17952|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11022|9896|705|321802458.43|329333413.2|9896|4936141.82|1166|3687083.61|368|971310.74|116|319738877.03|9830|16008649.97|2126|305793808.46|9893|7530954.77|3479|70293793.44|8175|5538895.5|7651|0|0|75832688.94|8326|18126|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2012|11022|9788|593|333211649.85|340598305.65|9788|5219797.9|1198|5603190.41|503|570298.64|118|329205018.7|9727|16409479.59|2224|316802170.26|9785|7386655.8|1968|74425170.38|8214|5758824.9|7613|0|0|80183995.28|8339|18184|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2013|11022|9835|591|340494453.27|348622339.75|9835|5937251.55|1395|4388111.05|486|508640.2|111|337788336.95|9777|15491265.84|2258|325003187.43|9832|8127886.48|2035|77446254.89|8232|5985948.88|7719|0|0|83432203.77|8365|18165|Kalmthout|Kalmthout|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2005|11023|14370|1254|446499056.49|450475522.15|14370|8792956.68|1620|8064335.52|419|1415831.75|266|432202398.2|14194|27450751.61|2963|419048304.88|14359|3976465.66|4224|108260690.89|11352|5589104.78|11243|0|0|113849795.67|11512|25948|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2006|11023|14644|1157|452716743.1|458319217.25|14644|8760966.66|1676|6732044.27|441|921185.64|267|441905020.68|14463|26110267.48|3176|426606475.62|14630|5602474.15|4101|108946260.34|11506|5650432.76|11376|0|0|114596693.1|11669|26104|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2007|11023|14829|1410|473672917.61|480530278.14|14829|8402351.4|1671|6697480.03|484|963237.88|263|464467208.83|14661|31215987.59|3213|442456930.02|14815|6857360.53|4547|114488804.14|11590|5911435.03|11495|0|0|120400239.17|11756|26242|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2008|11023|14996|1569|490102651.41|498115925.05|14996|8885818.77|1670|8758826.97|562|845622.91|233|479625656.4|14833|27338251.5|3169|462764399.91|14984|8013273.64|4678|119454097.22|11914|6165696.61|11693|0|0|125619793.83|12087|26297|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2009|11023|15036|1694|512992378.42|522416665.53|15036|9524689.37|1734|10645410.94|585|1044257.05|224|501202308.17|14887|40001557.78|3237|472990820.64|15023|9424287.11|5063|117523875.49|11983|6200928.78|11712|0|0|123724804.27|12178|26427|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2010|11023|15137|1722|523766225.55|534665166.05|15137|9557503.52|1767|16467199.84|588|1050160.25|229|507590302.44|14999|42582808.11|3282|481183417.44|15129|10898940.5|5380|121541881.74|12221|6218151.89|11757|0|0|127760033.63|12369|26437|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
2011|11023|15086|1243|529853381.89|541879455.04|15086|9679945.34|1803|7935207.43|656|809592.43|203|523454709.84|14950|31837528.77|3346|498015853.12|15079|12026073.15|5317|124306213.39|12786|6411789.14|11781|0|0|130718002.53|12879|26546|Kapellen (Antwerpen)|Kapellen (Anvers)|11000|Arrondissement Antwerpen|Arrondissement d’Anvers|10000|Provincie Antwerpen|Province d’Anvers|02000|Vlaams Gewest|Région flamande
