ADM1,Constituency
Au Cap,Atacora 3
Au Cap,Atacora 4
Au Cap,Couffo 11
Au Cap,Couffo 12
Au Cap,Plateau 21
Au Cap,Plateau 22
Bel Air,Littoral 16
Glacis,Collines 10
Glacis,Collines 9
Mont Buxton,Mono 17
Mont Buxton,Mono 18
Outer Islands,Ouémé 19
Outer Islands,Ouémé 20
Outer Islands,Zou 23
Pointe La Rue,Atlantique 5
Pointe La Rue,Atlantique 6
Pointe La Rue,Donga 13
Pointe La Rue,Donga 14
Port Glaud,Borgou 7
Port Glaud,Borgou 8
Saint Louis,Alibori 1
Saint Louis,Alibori 2
