name,ideology
Frente Amplio,social democrat
Encuentro Progresista-Frente Amplio,social democrat
Partido Nacional,christian democrat
Partido Colorado,liberal democrat
Encuentro Progresista-Frente Amplio-Nueva Mayoría,social democrat
Partido Frente Amplio,social democrat
