name,ideology
bŸndnis zukunft …sterreich,conservative
christlich-soziale partei,christian democrat
deutsch-nationale parteien,regionalist
einheitsliste,regionalist
freiheitliche partei …sterreichs,far right
sozialdemokratische arbeiterpartei,social democrat
sozialdemokratische partei …sterreichs,social democrat
sozialistische partei Österreichs,social democrat
…sterreichische volkspartei,christian democrat
